race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,104314,128349,0,3783,44.12,54.28,0.0,1.6,,
AL-GOV,governor,AL,GOV,1585563,615474,970089,0,0,38.82,61.18,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,302313,537144,0,0,36.01,63.99,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1259180,1113343,0,0,53.07,46.93,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7068219,4030324,0,0,63.69,36.31,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1332160,902762,0,0,59.61,40.39,0.0,0.0,,
CT-GOV,governor,CT,GOV,1231140,725901,505238,0,0,58.96,41.04,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3526111,4128715,0,0,46.06,53.94,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1861921,1813125,0,0,50.66,49.34,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,235271,126420,0,0,65.05,34.95,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,589287,575167,0,0,50.61,49.39,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,171144,462399,0,0,27.01,72.99,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2307376,1647361,0,0,58.34,41.66,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,401766,527548,0,0,43.23,56.77,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1588328,843240,0,0,65.32,34.68,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1432035,694798,0,0,67.33,32.67,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,319162,262800,0,0,54.84,45.16,0.0,0.0,,
MI-GOV,governor,MI,GOV,3964262,2159676,1804586,0,0,54.48,45.52,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1221509,1056235,0,0,53.63,46.37,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,260843,402169,0,0,39.34,60.66,0.0,0.0,,
NH-GOV,governor,NH,GOV,578332,255172,323160,0,0,44.12,55.88,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,340470,305907,0,0,52.67,47.33,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,531752,507315,0,0,51.18,48.82,0.0,0.0,,
NY-GOV,governor,NY,GOV,5813499,3247134,2566365,0,0,55.86,44.14,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1894467,2141045,0,0,46.94,53.06,0.0,0.0,,
OK-GOV,governor,OK,GOV,1096222,367684,728539,0,0,33.54,66.46,0.0,0.0,,
OR-GOV,governor,OR,GOV,1571774,823226,748549,0,0,52.38,47.62,0.0,0.0,,
PA-GOV,governor,PA,GOV,4923617,2801712,2121905,0,0,56.9,43.1,0.0,0.0,,
RI-GOV,governor,RI,GOV,359348,216193,143155,0,0,60.16,39.84,0.0,0.0,,
SC-GOV,governor,SC,GOV,1783698,768914,1014784,0,0,43.11,56.89,0.0,0.0,,
SD-GOV,governor,SD,GOV,298473,107737,190736,0,0,36.1,63.9,0.0,0.0,,
TN-GOV,governor,TN,GOV,2144759,838799,1305960,0,0,39.11,60.89,0.0,0.0,,
TX-GOV,governor,TX,GOV,7983170,3565743,4417427,0,0,44.67,55.33,0.0,0.0,,
VT-GOV,governor,VT,GOV,258595,94559,164036,0,0,36.57,63.43,0.0,0.0,,
WI-GOV,governor,WI,GOV,2396043,1279480,1116563,0,0,53.4,46.6,0.0,0.0,,
WY-GOV,governor,WY,GOV,188334,54991,133343,0,0,29.2,70.8,0.0,0.0,,
AK-SEN,senate,AK,SEN,236446,110373,122290,0,3783,46.68,51.72,0.0,1.6,,
AL-SEN,senate,AL,SEN,1585563,603359,982204,0,0,38.05,61.95,0.0,0.0,,
AR-SEN,senate,AR,SEN,839457,299616,539840,0,0,35.69,64.31,0.0,0.0,,
CO-SEN,senate,CO,SEN,2234922,1343930,890991,0,0,60.13,39.87,0.0,0.0,,
DE-SEN,senate,DE,SEN,357542,214801,142741,0,0,60.08,39.92,0.0,0.0,,
FL-SEN,senate,FL,SEN,7654826,3550940,4103887,0,0,46.39,53.61,0.0,0.0,,
GA-SEN,senate,GA,SEN,3675046,1983174,1691872,0,0,53.96,46.04,0.0,0.0,,
IA-SEN,senate,IA,SEN,1164454,531469,602360,0,30625,45.64,51.73,0.0,2.63,LIB,
ID-SEN,senate,ID,SEN,633543,194207,439335,0,0,30.65,69.35,0.0,0.0,,
IL-SEN,senate,IL,SEN,3954737,2322607,1632129,0,0,58.73,41.27,0.0,0.0,,
KS-SEN,senate,KS,SEN,929314,400062,529252,0,0,43.05,56.95,0.0,0.0,,
KY-SEN,senate,KY,SEN,1452169,508771,943398,0,0,35.04,64.96,0.0,0.0,,
LA-SEN,senate,LA,SEN,1404882,522974,881909,0,0,37.23,62.77,0.0,0.0,,
MA-SEN,senate,MA,SEN,2431568,1607460,824108,0,0,66.11,33.89,0.0,0.0,,
ME-SEN,senate,ME,SEN,581962,283911,292232,0,5820,48.79,50.21,0.0,1.0,,
MI-SEN,senate,MI,SEN,3964262,2059922,1904339,0,0,51.96,48.04,0.0,0.0,,
MN-SEN,senate,MN,SEN,2277744,1215609,1062135,0,0,53.37,46.63,0.0,0.0,,
MS-SEN,senate,MS,SEN,859605,360663,498942,0,0,41.96,58.04,0.0,0.0,,
MT-SEN,senate,MT,SEN,422074,55472,228400,122755,15448,13.14,54.11,29.08,3.66,IND,Seth Bodnar
NC-SEN,senate,NC,SEN,3987467,2038823,1874079,0,74566,51.13,47.0,0.0,1.87,GRN,
NE-SEN,senate,NE,SEN,663011,37202,348708,277102,0,5.61,52.59,41.79,0.0,IND,Dan Osborn
NH-SEN,senate,NH,SEN,578332,311287,267045,0,0,53.82,46.18,0.0,0.0,,
NJ-SEN,senate,NJ,SEN,2913686,1651520,1262167,0,0,56.68,43.32,0.0,0.0,,
NM-SEN,senate,NM,SEN,646377,365851,280526,0,0,56.6,43.4,0.0,0.0,,
OH-SEN,senate,OH,SEN,4035512,1901036,2071118,0,63358,47.11,51.32,0.0,1.57,LIB,
OK-SEN,senate,OK,SEN,1096222,359064,737158,0,0,32.75,67.25,0.0,0.0,,
OR-SEN,senate,OR,SEN,1571774,920820,650955,0,0,58.58,41.42,0.0,0.0,,
RI-SEN,senate,RI,SEN,359348,218964,140383,0,0,60.93,39.07,0.0,0.0,,
SC-SEN,senate,SC,SEN,1783698,793830,956513,0,33355,44.5,53.63,0.0,1.87,LIB,
SD-SEN,senate,SD,SEN,298473,104293,194180,0,0,34.94,65.06,0.0,0.0,,
TN-SEN,senate,TN,SEN,2144759,748799,1395960,0,0,34.91,65.09,0.0,0.0,,
TX-SEN,senate,TX,SEN,7983170,3769239,4053469,0,160462,47.21,50.78,0.0,2.01,LIB,
VA-SEN,senate,VA,SEN,3152302,1779133,1373169,0,0,56.44,43.56,0.0,0.0,,
WV-SEN,senate,WV,SEN,533673,156289,377384,0,0,29.29,70.71,0.0,0.0,,
WY-SEN,senate,WY,SEN,188334,53892,134441,0,0,28.62,71.38,0.0,0.0,,
AK-01,house,AK,01,236446,106057,126606,0,3783,44.85,53.55,0.0,1.6,,Bill Hill
AL-01,house,AL,01,229648,81388,148260,0,0,35.44,64.56,0.0,0.0,,
AL-02,house,AL,02,205222,97923,107298,0,0,47.72,52.28,0.0,0.0,,
AL-03,house,AL,03,221487,64684,156803,0,0,29.2,70.8,0.0,0.0,,
AL-04,house,AL,04,226703,43247,183456,0,0,19.08,80.92,0.0,0.0,,
AL-05,house,AL,05,247520,92562,154958,0,0,37.4,62.6,0.0,0.0,,
AL-06,house,AL,06,244631,85924,158707,0,0,35.12,64.88,0.0,0.0,,
AL-07,house,AL,07,210352,136535,73817,0,0,64.91,35.09,0.0,0.0,,
AR-01,house,AR,01,195826,53710,142115,0,0,27.43,72.57,0.0,0.0,,
AR-02,house,AR,02,225476,98542,126934,0,0,43.7,56.3,0.0,0.0,,
AR-03,house,AR,03,221598,80050,141547,0,0,36.12,63.88,0.0,0.0,,
AR-04,house,AR,04,196558,58961,137597,0,0,30.0,70.0,0.0,0.0,,
AZ-01,house,AZ,01,315514,160388,149194,0,5932,50.83,47.29,0.0,1.88,LIB,
AZ-02,house,AZ,02,291534,145473,146061,0,0,49.9,50.1,0.0,0.0,,
AZ-03,house,AZ,03,149255,117850,31406,0,0,78.96,21.04,0.0,0.0,,
AZ-04,house,AZ,04,243254,141910,101345,0,0,58.34,41.66,0.0,0.0,,
AZ-05,house,AZ,05,311518,134508,177010,0,0,43.18,56.82,0.0,0.0,,
AZ-06,house,AZ,06,308122,156983,144608,0,6532,50.95,46.93,0.0,2.12,LIB,
AZ-07,house,AZ,07,197180,133412,63767,0,0,67.66,32.34,0.0,0.0,,
AZ-08,house,AZ,08,274416,122252,152164,0,0,44.55,55.45,0.0,0.0,,
AZ-09,house,AZ,09,281730,105686,176045,0,0,37.51,62.49,0.0,0.0,,
CA-01,house,CA,01,239151,142148,97003,0,0,59.44,40.56,0.0,0.0,,
CA-02,house,CA,02,272520,179290,93230,0,0,65.79,34.21,0.0,0.0,,
CA-03,house,CA,03,256644,151801,104843,0,0,59.15,40.85,0.0,0.0,,
CA-04,house,CA,04,240754,150111,90642,0,0,62.35,37.65,0.0,0.0,,
CA-05,house,CA,05,253723,102208,151515,0,0,40.28,59.72,0.0,0.0,,
CA-06,house,CA,06,235441,128695,106746,0,0,54.66,45.34,0.0,0.0,,
CA-07,house,CA,07,242835,150029,92806,0,0,61.78,38.22,0.0,0.0,,
CA-08,house,CA,08,218644,158960,59684,0,0,72.7,27.3,0.0,0.0,,
CA-09,house,CA,09,187940,118180,69760,0,0,62.88,37.12,0.0,0.0,,
CA-10,house,CA,10,264480,186595,77885,0,0,70.55,29.45,0.0,0.0,,
CA-11,house,CA,11,252827,223864,28962,0,0,88.54,11.46,0.0,0.0,,
CA-12,house,CA,12,222860,222860,0,0,0,100.0,0.0,0.0,0.0,,
CA-13,house,CA,13,145569,86526,59044,0,0,59.44,40.56,0.0,0.0,,
CA-14,house,CA,14,199910,143929,55981,0,0,72.0,28.0,0.0,0.0,,
CA-15,house,CA,15,213889,167148,46741,0,0,78.15,21.85,0.0,0.0,,
CA-16,house,CA,16,238075,187959,50116,0,0,78.95,21.05,0.0,0.0,,
CA-17,house,CA,17,184966,132620,52345,0,0,71.7,28.3,0.0,0.0,,
CA-18,house,CA,18,166214,116095,50118,0,0,69.85,30.15,0.0,0.0,,
CA-19,house,CA,19,263484,184094,69747,0,9644,69.87,26.47,0.0,3.66,GRN,
CA-20,house,CA,20,220803,79518,141285,0,0,36.01,63.99,0.0,0.0,,
CA-21,house,CA,21,141263,83161,58102,0,0,58.87,41.13,0.0,0.0,,
CA-22,house,CA,22,119812,62038,57774,0,0,51.78,48.22,0.0,0.0,,
CA-23,house,CA,23,193594,80910,112684,0,0,41.79,58.21,0.0,0.0,,
CA-24,house,CA,24,245955,164117,81839,0,0,66.73,33.27,0.0,0.0,,
CA-25,house,CA,25,189057,109160,79896,0,0,57.74,42.26,0.0,0.0,,
CA-26,house,CA,26,240362,148173,92189,0,0,61.65,38.35,0.0,0.0,,
CA-27,house,CA,27,207250,127545,79705,0,0,61.54,38.46,0.0,0.0,,
CA-28,house,CA,28,228743,155165,73578,0,0,67.83,32.17,0.0,0.0,,
CA-29,house,CA,29,167318,126443,40874,0,0,75.57,24.43,0.0,0.0,,
CA-30,house,CA,30,239051,177334,61716,0,0,74.18,25.82,0.0,0.0,,
CA-31,house,CA,31,204348,113392,90956,0,0,55.49,44.51,0.0,0.0,,
CA-32,house,CA,32,251770,169892,81878,0,0,67.48,32.52,0.0,0.0,,
CA-33,house,CA,33,173868,109658,64210,0,0,63.07,36.93,0.0,0.0,,
CA-34,house,CA,34,150165,150165,0,0,0,100.0,0.0,0.0,0.0,,
CA-35,house,CA,35,182276,111219,71057,0,0,61.02,38.98,0.0,0.0,,
CA-36,house,CA,36,269925,197880,72045,0,0,73.31,26.69,0.0,0.0,,
