race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,112210,120453,0,3783,47.46,50.94,0.0,1.6,,
AL-GOV,governor,AL,GOV,1585563,625721,959842,0,0,39.46,60.54,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,311043,528413,0,0,37.05,62.95,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1262907,1109617,0,0,53.23,46.77,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7105954,3992589,0,0,64.03,35.97,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1347167,887754,0,0,60.28,39.72,0.0,0.0,,
CT-GOV,governor,CT,GOV,1231140,725424,505716,0,0,58.92,41.08,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3617337,4037489,0,0,47.26,52.74,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1806106,1868940,0,0,49.15,50.85,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,238942,122749,0,0,66.06,33.94,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,608210,556244,0,0,52.23,47.77,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,177669,455873,0,0,28.04,71.96,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2333764,1620973,0,0,59.01,40.99,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,402478,526835,0,0,43.31,56.69,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1601397,830171,0,0,65.86,34.14,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1444382,682452,0,0,67.91,32.09,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,326553,255409,0,0,56.11,43.89,0.0,0.0,,
MI-GOV,governor,MI,GOV,3964262,2234579,1729682,0,0,56.37,43.63,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1259998,1017746,0,0,55.32,44.68,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,274732,388279,0,0,41.44,58.56,0.0,0.0,,
NH-GOV,governor,NH,GOV,578332,257398,320935,0,0,44.51,55.49,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,341924,304453,0,0,52.9,47.1,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,538378,500689,0,0,51.81,48.19,0.0,0.0,,
NY-GOV,governor,NY,GOV,5813499,3301091,2512408,0,0,56.78,43.22,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1931541,2103971,0,0,47.86,52.14,0.0,0.0,,
OK-GOV,governor,OK,GOV,1096222,380126,716097,0,0,34.68,65.32,0.0,0.0,,
OR-GOV,governor,OR,GOV,1571774,832152,739622,0,0,52.94,47.06,0.0,0.0,,
PA-GOV,governor,PA,GOV,4923617,2861211,2062406,0,0,58.11,41.89,0.0,0.0,,
RI-GOV,governor,RI,GOV,359348,217245,142103,0,0,60.46,39.54,0.0,0.0,,
SC-GOV,governor,SC,GOV,1783698,786394,997304,0,0,44.09,55.91,0.0,0.0,,
SD-GOV,governor,SD,GOV,298473,111602,186871,0,0,37.39,62.61,0.0,0.0,,
TN-GOV,governor,TN,GOV,2144759,850038,1294722,0,0,39.63,60.37,0.0,0.0,,
TX-GOV,governor,TX,GOV,7983170,3608056,4375114,0,0,45.2,54.8,0.0,0.0,,
VT-GOV,governor,VT,GOV,258595,97817,160778,0,0,37.83,62.17,0.0,0.0,,
WI-GOV,governor,WI,GOV,2396043,1299891,1096152,0,0,54.25,45.75,0.0,0.0,,
WY-GOV,governor,WY,GOV,188334,57072,131261,0,0,30.3,69.7,0.0,0.0,,
AK-SEN,senate,AK,SEN,236446,116831,115832,0,3783,49.41,48.99,0.0,1.6,,
AL-SEN,senate,AL,SEN,1585563,622168,963395,0,0,39.24,60.76,0.0,0.0,,
AR-SEN,senate,AR,SEN,839457,313058,526399,0,0,37.29,62.71,0.0,0.0,,
CO-SEN,senate,CO,SEN,2234922,1365329,869592,0,0,61.09,38.91,0.0,0.0,,
DE-SEN,senate,DE,SEN,357542,218109,139434,0,0,61.0,39.0,0.0,0.0,,
FL-SEN,senate,FL,SEN,7654826,3597907,4056919,0,0,47.0,53.0,0.0,0.0,,
GA-SEN,senate,GA,SEN,3675046,1999536,1675510,0,0,54.41,45.59,0.0,0.0,,
IA-SEN,senate,IA,SEN,1164454,552172,581657,0,30625,47.42,49.95,0.0,2.63,LIB,
ID-SEN,senate,ID,SEN,633543,202364,431178,0,0,31.94,68.06,0.0,0.0,,
IL-SEN,senate,IL,SEN,3954737,2360276,1594461,0,0,59.68,40.32,0.0,0.0,,
KS-SEN,senate,KS,SEN,929314,413150,516164,0,0,44.46,55.54,0.0,0.0,,
KY-SEN,senate,KY,SEN,1452169,529297,922872,0,0,36.45,63.55,0.0,0.0,,
LA-SEN,senate,LA,SEN,1404882,535969,868913,0,0,38.15,61.85,0.0,0.0,,
MA-SEN,senate,MA,SEN,2431568,1628168,803400,0,0,66.96,33.04,0.0,0.0,,
ME-SEN,senate,ME,SEN,581962,293382,282761,0,5820,50.41,48.59,0.0,1.0,,
MI-SEN,senate,MI,SEN,3964262,2097591,1866671,0,0,52.91,47.09,0.0,0.0,,
MN-SEN,senate,MN,SEN,2277744,1257261,1020483,0,0,55.2,44.8,0.0,0.0,,
MS-SEN,senate,MS,SEN,859605,376187,483418,0,0,43.76,56.24,0.0,0.0,,
MT-SEN,senate,MT,SEN,422074,53880,225261,127485,15448,12.77,53.37,30.2,3.66,IND,Seth Bodnar
NC-SEN,senate,NC,SEN,3987467,2057060,1855842,0,74566,51.59,46.54,0.0,1.87,GRN,
NE-SEN,senate,NE,SEN,663011,42385,343348,277278,0,6.39,51.79,41.82,0.0,IND,Dan Osborn
NH-SEN,senate,NH,SEN,578332,313815,264517,0,0,54.26,45.74,0.0,0.0,,
NJ-SEN,senate,NJ,SEN,2913686,1671624,1242062,0,0,57.37,42.63,0.0,0.0,,
NM-SEN,senate,NM,SEN,646377,367669,278708,0,0,56.88,43.12,0.0,0.0,,
OH-SEN,senate,OH,SEN,4035512,1943998,2028156,0,63358,48.17,50.26,0.0,1.57,LIB,
OK-SEN,senate,OK,SEN,1096222,419855,676368,0,0,38.3,61.7,0.0,0.0,,
OR-SEN,senate,OR,SEN,1571774,938993,632781,0,0,59.74,40.26,0.0,0.0,,
RI-SEN,senate,RI,SEN,359348,222405,136943,0,0,61.89,38.11,0.0,0.0,,
SC-SEN,senate,SC,SEN,1783698,815048,935295,0,33355,45.69,52.44,0.0,1.87,LIB,
SD-SEN,senate,SD,SEN,298473,110081,188392,0,0,36.88,63.12,0.0,0.0,,
TN-SEN,senate,TN,SEN,2144759,774242,1370518,0,0,36.1,63.9,0.0,0.0,,
TX-SEN,senate,TX,SEN,7983170,3841626,3981082,0,160462,48.12,49.87,0.0,2.01,LIB,
VA-SEN,senate,VA,SEN,3152302,1790288,1362013,0,0,56.79,43.21,0.0,0.0,,
WV-SEN,senate,WV,SEN,533673,162960,370713,0,0,30.54,69.46,0.0,0.0,,
WY-SEN,senate,WY,SEN,188334,56494,131840,0,0,30.0,70.0,0.0,0.0,,
AK-01,house,AK,01,236446,113122,119541,0,3783,47.84,50.56,0.0,1.6,,
AL-01,house,AL,01,229648,82760,146888,0,0,36.04,63.96,0.0,0.0,,
AL-02,house,AL,02,205222,96318,108904,0,0,46.93,53.07,0.0,0.0,,
AL-03,house,AL,03,221487,67909,153578,0,0,30.66,69.34,0.0,0.0,,
AL-04,house,AL,04,226703,46616,180087,0,0,20.56,79.44,0.0,0.0,,
AL-05,house,AL,05,247520,96104,151416,0,0,38.83,61.17,0.0,0.0,,
AL-06,house,AL,06,244631,88242,156389,0,0,36.07,63.93,0.0,0.0,,
AL-07,house,AL,07,210352,136298,74054,0,0,64.8,35.2,0.0,0.0,,
AR-01,house,AR,01,195826,59506,136320,0,0,30.39,69.61,0.0,0.0,,
AR-02,house,AR,02,225476,101472,124004,0,0,45.0,55.0,0.0,0.0,,
AR-03,house,AR,03,221598,88463,133135,0,0,39.92,60.08,0.0,0.0,,
AR-04,house,AR,04,196558,65260,131298,0,0,33.2,66.8,0.0,0.0,,
AZ-01,house,AZ,01,315514,160723,148860,0,5932,50.94,47.18,0.0,1.88,LIB,
AZ-02,house,AZ,02,291534,135032,156502,0,0,46.32,53.68,0.0,0.0,,
AZ-03,house,AZ,03,149255,113930,35325,0,0,76.33,23.67,0.0,0.0,,
AZ-04,house,AZ,04,243254,142012,101242,0,0,58.38,41.62,0.0,0.0,,
AZ-05,house,AZ,05,311518,134790,176728,0,0,43.27,56.73,0.0,0.0,,
AZ-06,house,AZ,06,308122,160823,140768,0,6532,52.19,45.69,0.0,2.12,LIB,
AZ-07,house,AZ,07,197180,132822,64358,0,0,67.36,32.64,0.0,0.0,,
AZ-08,house,AZ,08,274416,123593,150823,0,0,45.04,54.96,0.0,0.0,,
AZ-09,house,AZ,09,281730,106866,174865,0,0,37.93,62.07,0.0,0.0,,
CA-01,house,CA,01,239151,146090,93061,0,0,61.09,38.91,0.0,0.0,,
CA-02,house,CA,02,272520,183451,89070,0,0,67.32,32.68,0.0,0.0,,
CA-03,house,CA,03,256644,149323,107321,0,0,58.18,41.82,0.0,0.0,,
CA-04,house,CA,04,240754,150444,90309,0,0,62.49,37.51,0.0,0.0,,
CA-05,house,CA,05,253723,107993,145730,0,0,42.56,57.44,0.0,0.0,,
CA-06,house,CA,06,235441,138952,96489,0,0,59.02,40.98,0.0,0.0,,
CA-07,house,CA,07,242835,149741,93094,0,0,61.66,38.34,0.0,0.0,,
CA-08,house,CA,08,218644,159412,59232,0,0,72.91,27.09,0.0,0.0,,
CA-09,house,CA,09,187940,116228,71711,0,0,61.84,38.16,0.0,0.0,,
CA-10,house,CA,10,264480,190761,73719,0,0,72.13,27.87,0.0,0.0,,
CA-11,house,CA,11,252827,228563,24264,0,0,90.4,9.6,0.0,0.0,,
CA-12,house,CA,12,222860,222860,0,0,0,100.0,0.0,0.0,0.0,,
CA-13,house,CA,13,145569,86278,59291,0,0,59.27,40.73,0.0,0.0,,
CA-14,house,CA,14,199910,147214,52695,0,0,73.64,26.36,0.0,0.0,,
CA-15,house,CA,15,213889,171576,42314,0,0,80.22,19.78,0.0,0.0,,
CA-16,house,CA,16,238075,190149,47926,0,0,79.87,20.13,0.0,0.0,,
CA-17,house,CA,17,184966,140404,44562,0,0,75.91,24.09,0.0,0.0,,
CA-18,house,CA,18,166214,117602,48611,0,0,70.75,29.25,0.0,0.0,,
CA-19,house,CA,19,263484,183409,70432,0,9644,69.61,26.73,0.0,3.66,GRN,
CA-20,house,CA,20,220803,0,220803,0,0,0.0,100.0,0.0,0.0,,
CA-21,house,CA,21,141263,83448,57814,0,0,59.07,40.93,0.0,0.0,,
CA-22,house,CA,22,119812,61755,58057,0,0,51.54,48.46,0.0,0.0,,
CA-23,house,CA,23,193594,83805,109790,0,0,43.29,56.71,0.0,0.0,,
CA-24,house,CA,24,245955,166015,79941,0,0,67.5,32.5,0.0,0.0,,
CA-25,house,CA,25,189057,110566,78491,0,0,58.48,41.52,0.0,0.0,,
CA-26,house,CA,26,240362,151125,89237,0,0,62.87,37.13,0.0,0.0,,
CA-27,house,CA,27,207250,121690,85560,0,0,58.72,41.28,0.0,0.0,,
CA-28,house,CA,28,228743,156088,72655,0,0,68.24,31.76,0.0,0.0,,
CA-29,house,CA,29,167318,123574,43744,0,0,73.86,26.14,0.0,0.0,,
CA-30,house,CA,30,239051,181227,57824,0,0,75.81,24.19,0.0,0.0,,
CA-31,house,CA,31,204348,127056,77292,0,0,62.18,37.82,0.0,0.0,,
CA-32,house,CA,32,251770,171897,79872,0,0,68.28,31.72,0.0,0.0,,
CA-33,house,CA,33,173868,106578,67291,0,0,61.3,38.7,0.0,0.0,,
CA-34,house,CA,34,150165,150165,0,0,0,100.0,0.0,0.0,0.0,,
CA-35,house,CA,35,182276,109770,72506,0,0,60.22,39.78,0.0,0.0,,
CA-36,house,CA,36,269925,202707,67218,0,0,75.1,24.9,0.0,0.0,,
CA-37,house,CA,37,164586,143464,21122,0,0,87.17,12.83,0.0,0.0,,
CA-38,house,CA,38,183185,114800,68385,0,0,62.67,37.33,0.0,0.0,,
CA-39,house,CA,39,164585,100644,63942,0,0,61.15,38.85,0.0,0.0,,
CA-40,house,CA,40,266738,125535,141203,0,0,47.06,52.94,0.0,0.0,,
CA-41,house,CA,41,217554,133475,84079,0,0,61.35,38.65,0.0,0.0,,
CA-42,house,CA,42,244759,151087,93672,0,0,61.73,38.27,0.0,0.0,,
CA-43,house,CA,43,156374,127572,28802,0,0,81.58,18.42,0.0,0.0,,
CA-44,house,CA,44,153833,115224,38609,0,0,74.9,25.1,0.0,0.0,,
CA-45,house,CA,45,210230,120849,89380,0,0,57.48,42.52,0.0,0.0,,
CA-46,house,CA,46,159271,102308,56963,0,0,64.24,35.76,0.0,0.0,,
CA-47,house,CA,47,250428,145703,95684,0,9040,58.18,38.21,0.0,3.61,LIB,
CA-48,house,CA,48,229638,127391,102247,0,0,55.47,44.53,0.0,0.0,,
CA-49,house,CA,49,271831,164887,106944,0,0,60.66,39.34,0.0,0.0,,
CA-50,house,CA,50,260226,165981,94244,0,0,63.78,36.22,0.0,0.0,,
CA-51,house,CA,51,248947,159522,89424,0,0,64.08,35.92,0.0,0.0,,
CA-52,house,CA,52,190877,124878,65998,0,0,65.42,34.58,0.0,0.0,,
CO-01,house,CO,01,256448,217012,39436,0,0,84.62,15.38,0.0,0.0,,
CO-02,house,CO,02,302356,228531,73825,0,0,75.58,24.42,0.0,0.0,,
CO-03,house,CO,03,284736,137482,147255,0,0,48.28,51.72,0.0,0.0,,
CO-04,house,CO,04,323105,141959,181145,0,0,43.94,56.06,0.0,0.0,,
