race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,109696,122967,0,3783,46.39,52.01,0.0,1.6,,
AL-GOV,governor,AL,GOV,1585563,613254,972309,0,0,38.68,61.32,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,302985,536472,0,0,36.09,63.91,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1263005,1109519,0,0,53.23,46.77,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7154233,3944311,0,0,64.46,35.54,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1338524,896398,0,0,59.89,40.11,0.0,0.0,,
CT-GOV,governor,CT,GOV,1231140,719826,511314,0,0,58.47,41.53,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3617974,4036852,0,0,47.26,52.74,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1788144,1886902,0,0,48.66,51.34,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,235632,126058,0,0,65.15,34.85,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,597488,566966,0,0,51.31,48.69,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,171714,461829,0,0,27.1,72.9,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2318805,1635932,0,0,58.63,41.37,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,394300,535013,0,0,42.43,57.57,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1581776,849792,0,0,65.05,34.95,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1434800,692034,0,0,67.46,32.54,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,318260,263702,0,0,54.69,45.31,0.0,0.0,,
MI-GOV,governor,MI,GOV,3964262,2181196,1783065,0,0,55.02,44.98,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1237249,1040495,0,0,54.32,45.68,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,269491,393520,0,0,40.65,59.35,0.0,0.0,,
NH-GOV,governor,NH,GOV,578332,250561,327772,0,0,43.32,56.68,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,346287,300090,0,0,53.57,46.43,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,539612,499455,0,0,51.93,48.07,0.0,0.0,,
NY-GOV,governor,NY,GOV,5813499,3287353,2526145,0,0,56.55,43.45,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1897612,2137900,0,0,47.02,52.98,0.0,0.0,,
OK-GOV,governor,OK,GOV,1096222,367574,728648,0,0,33.53,66.47,0.0,0.0,,
OR-GOV,governor,OR,GOV,1571774,827280,744495,0,0,52.63,47.37,0.0,0.0,,
PA-GOV,governor,PA,GOV,4923617,2822342,2101275,0,0,57.32,42.68,0.0,0.0,,
RI-GOV,governor,RI,GOV,359348,215491,143857,0,0,59.97,40.03,0.0,0.0,,
SC-GOV,governor,SC,GOV,1783698,771322,1012376,0,0,43.24,56.76,0.0,0.0,,
SD-GOV,governor,SD,GOV,298473,107230,191243,0,0,35.93,64.07,0.0,0.0,,
TN-GOV,governor,TN,GOV,2144759,840145,1304614,0,0,39.17,60.83,0.0,0.0,,
TX-GOV,governor,TX,GOV,7983170,3641790,4341380,0,0,45.62,54.38,0.0,0.0,,
VT-GOV,governor,VT,GOV,258595,94184,164411,0,0,36.42,63.58,0.0,0.0,,
WI-GOV,governor,WI,GOV,2396043,1278466,1117576,0,0,53.36,46.64,0.0,0.0,,
WY-GOV,governor,WY,GOV,188334,55019,133314,0,0,29.21,70.79,0.0,0.0,,
AK-SEN,senate,AK,SEN,236446,113119,119544,0,3783,47.84,50.56,0.0,1.6,,
AL-SEN,senate,AL,SEN,1585563,604390,981173,0,0,38.12,61.88,0.0,0.0,,
AR-SEN,senate,AR,SEN,839457,304496,534961,0,0,36.27,63.73,0.0,0.0,,
CO-SEN,senate,CO,SEN,2234922,1353009,881912,0,0,60.54,39.46,0.0,0.0,,
DE-SEN,senate,DE,SEN,357542,215499,142044,0,0,60.27,39.73,0.0,0.0,,
FL-SEN,senate,FL,SEN,7654826,3594603,4060223,0,0,46.96,53.04,0.0,0.0,,
GA-SEN,senate,GA,SEN,3675046,1980632,1694414,0,0,53.89,46.11,0.0,0.0,,
IA-SEN,senate,IA,SEN,1164454,539476,594353,0,30625,46.33,51.04,0.0,2.63,LIB,
ID-SEN,senate,ID,SEN,633543,194920,438623,0,0,30.77,69.23,0.0,0.0,,
IL-SEN,senate,IL,SEN,3954737,2338921,1615816,0,0,59.14,40.86,0.0,0.0,,
KS-SEN,senate,KS,SEN,929314,403185,526129,0,0,43.39,56.61,0.0,0.0,,
KY-SEN,senate,KY,SEN,1452169,514547,937622,0,0,35.43,64.57,0.0,0.0,,
LA-SEN,senate,LA,SEN,1404882,525713,879169,0,0,37.42,62.58,0.0,0.0,,
MA-SEN,senate,MA,SEN,2431568,1609006,822561,0,0,66.17,33.83,0.0,0.0,,
ME-SEN,senate,ME,SEN,581962,283201,292942,0,5820,48.66,50.34,0.0,1.0,,
MI-SEN,senate,MI,SEN,3964262,2072230,1892032,0,0,52.27,47.73,0.0,0.0,,
MN-SEN,senate,MN,SEN,2277744,1230483,1047261,0,0,54.02,45.98,0.0,0.0,,
MS-SEN,senate,MS,SEN,859605,370159,489446,0,0,43.06,56.94,0.0,0.0,,
