race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,104976,127686,0,3783,44.4,54.0,0.0,1.6,,
AL-GOV,governor,AL,GOV,1585563,619315,966248,0,0,39.06,60.94,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,304706,534751,0,0,36.3,63.7,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1256164,1116359,0,0,52.95,47.05,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7099850,3998694,0,0,63.97,36.03,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1337574,897348,0,0,59.85,40.15,0.0,0.0,,
CT-GOV,governor,CT,GOV,1231140,729410,501730,0,0,59.25,40.75,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3592946,4061880,0,0,46.94,53.06,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1891970,1783076,0,0,51.48,48.52,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,236301,125389,0,0,65.33,34.67,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,592606,571848,0,0,50.89,49.11,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,172949,460593,0,0,27.3,72.7,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2316956,1637781,0,0,58.59,41.41,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,404414,524899,0,0,43.52,56.48,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1599908,831659,0,0,65.8,34.2,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1437188,689646,0,0,67.57,32.43,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,320821,261142,0,0,55.13,44.87,0.0,0.0,,
MI-GOV,governor,MI,GOV,3964262,2187299,1776963,0,0,55.18,44.82,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1228000,1049744,0,0,53.91,46.09,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,269070,393941,0,0,40.58,59.42,0.0,0.0,,
NH-GOV,governor,NH,GOV,578332,253550,324783,0,0,43.84,56.16,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,342312,304065,0,0,52.96,47.04,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,532726,506342,0,0,51.27,48.73,0.0,0.0,,
NY-GOV,governor,NY,GOV,5813499,3284422,2529076,0,0,56.5,43.5,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1921891,2113621,0,0,47.62,52.38,0.0,0.0,,
OK-GOV,governor,OK,GOV,1096222,370808,725415,0,0,33.83,66.17,0.0,0.0,,
OR-GOV,governor,OR,GOV,1571774,827327,744448,0,0,52.64,47.36,0.0,0.0,,
PA-GOV,governor,PA,GOV,4923617,2830678,2092939,0,0,57.49,42.51,0.0,0.0,,
RI-GOV,governor,RI,GOV,359348,217217,142131,0,0,60.45,39.55,0.0,0.0,,
SC-GOV,governor,SC,GOV,1783698,773998,1009700,0,0,43.39,56.61,0.0,0.0,,
SD-GOV,governor,SD,GOV,298473,108588,189885,0,0,36.38,63.62,0.0,0.0,,
TN-GOV,governor,TN,GOV,2144759,843995,1300765,0,0,39.35,60.65,0.0,0.0,,
TX-GOV,governor,TX,GOV,7983170,3592452,4390718,0,0,45.0,55.0,0.0,0.0,,
VT-GOV,governor,VT,GOV,258595,95296,163299,0,0,36.85,63.15,0.0,0.0,,
WI-GOV,governor,WI,GOV,2396043,1296048,1099994,0,0,54.09,45.91,0.0,0.0,,
WY-GOV,governor,WY,GOV,188334,55528,132806,0,0,29.48,70.52,0.0,0.0,,
