race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,104981,127682,0,3783,44.4,54.0,0.0,1.6,,
AL-GOV,governor,AL,GOV,1585563,620393,965170,0,0,39.13,60.87,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,305377,534080,0,0,36.38,63.62,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1270862,1101661,0,0,53.57,46.43,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7108729,3989815,0,0,64.05,35.95,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1339094,895828,0,0,59.92,40.08,0.0,0.0,,
CT-GOV,governor,CT,GOV,1231140,730395,500745,0,0,59.33,40.67,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3600252,4054575,0,0,47.03,52.97,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1894469,1780577,0,0,51.55,48.45,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,236591,125100,0,0,65.41,34.59,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,597081,567373,0,0,51.28,48.72,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,173456,460087,0,0,27.38,72.62,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2319645,1635092,0,0,58.65,41.35,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,405158,524156,0,0,43.6,56.4,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1590182,841386,0,0,65.4,34.6,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1438634,688200,0,0,67.64,32.36,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,321286,260676,0,0,55.21,44.79,0.0,0.0,,
MI-GOV,governor,MI,GOV,3964262,2189621,1774641,0,0,55.23,44.77,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1229822,1047922,0,0,53.99,46.01,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,269521,393490,0,0,40.65,59.35,0.0,0.0,,
NH-GOV,governor,NH,GOV,578332,253652,324680,0,0,43.86,56.14,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,342829,303548,0,0,53.04,46.96,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,533412,505656,0,0,51.34,48.66,0.0,0.0,,
NY-GOV,governor,NY,GOV,5813499,3287879,2525619,0,0,56.56,43.44,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1917142,2118370,0,0,47.51,52.49,0.0,0.0,,
OK-GOV,governor,OK,GOV,1096222,371685,724538,0,0,33.91,66.09,0.0,0.0,,
OR-GOV,governor,OR,GOV,1571774,828395,743379,0,0,52.7,47.3,0.0,0.0,,
PA-GOV,governor,PA,GOV,4923617,2833851,2089766,0,0,57.56,42.44,0.0,0.0,,
RI-GOV,governor,RI,GOV,359348,215334,144014,0,0,59.92,40.08,0.0,0.0,,
SC-GOV,governor,SC,GOV,1783698,775425,1008273,0,0,43.47,56.53,0.0,0.0,,
SD-GOV,governor,SD,GOV,298473,108826,189647,0,0,36.46,63.54,0.0,0.0,,
TN-GOV,governor,TN,GOV,2144759,845453,1299306,0,0,39.42,60.58,0.0,0.0,,
TX-GOV,governor,TX,GOV,7983170,3613740,4369430,0,0,45.27,54.73,0.0,0.0,,
VT-GOV,governor,VT,GOV,258595,95503,163093,0,0,36.93,63.07,0.0,0.0,,
WI-GOV,governor,WI,GOV,2396043,1300180,1095863,0,0,54.26,45.74,0.0,0.0,,
WY-GOV,governor,WY,GOV,188334,55679,132655,0,0,29.56,70.44,0.0,0.0,,
AK-SEN,senate,AK,SEN,236446,113820,118843,0,3783,48.14,50.26,0.0,1.6,,
AL-SEN,senate,AL,SEN,1585563,610375,975188,0,0,38.5,61.5,0.0,0.0,,
AR-SEN,senate,AR,SEN,839457,308926,530530,0,0,36.8,63.2,0.0,0.0,,
CO-SEN,senate,CO,SEN,2234922,1353820,881102,0,0,60.58,39.42,0.0,0.0,,
DE-SEN,senate,DE,SEN,357542,216106,141436,0,0,60.44,39.56,0.0,0.0,,
FL-SEN,senate,FL,SEN,7654826,3596948,4057878,0,0,46.99,53.01,0.0,0.0,,
GA-SEN,senate,GA,SEN,3675046,2005807,1669239,0,0,54.58,45.42,0.0,0.0,,
IA-SEN,senate,IA,SEN,1164454,540742,593087,0,30625,46.44,50.93,0.0,2.63,LIB,
ID-SEN,senate,ID,SEN,633543,197098,436445,0,0,31.11,68.89,0.0,0.0,,
IL-SEN,senate,IL,SEN,3954737,2340107,1614630,0,0,59.17,40.83,0.0,0.0,,
KS-SEN,senate,KS,SEN,929314,407779,521534,0,0,43.88,56.12,0.0,0.0,,
KY-SEN,senate,KY,SEN,1452169,513276,938893,0,0,35.35,64.65,0.0,0.0,,
LA-SEN,senate,LA,SEN,1404882,528102,876781,0,0,37.59,62.41,0.0,0.0,,
MA-SEN,senate,MA,SEN,2431568,1607378,824189,0,0,66.1,33.9,0.0,0.0,,
ME-SEN,senate,ME,SEN,581962,288596,287547,0,5820,49.59,49.41,0.0,1.0,,
MI-SEN,senate,MI,SEN,3964262,2077606,1886656,0,0,52.41,47.59,0.0,0.0,,
MN-SEN,senate,MN,SEN,2277744,1224442,1053302,0,0,53.76,46.24,0.0,0.0,,
MS-SEN,senate,MS,SEN,859605,369832,489772,0,0,43.02,56.98,0.0,0.0,,
MT-SEN,senate,MT,SEN,422074,52760,228993,124873,15448,12.5,54.25,29.59,3.66,IND,Seth Bodnar
NC-SEN,senate,NC,SEN,3987467,2039896,1873006,0,74566,51.16,46.97,0.0,1.87,GRN,
NE-SEN,senate,NE,SEN,663011,34103,343781,285127,0,5.14,51.85,43.0,0.0,IND,Dan Osborn
NH-SEN,senate,NH,SEN,578332,312103,266229,0,0,53.97,46.03,0.0,0.0,,
NJ-SEN,senate,NJ,SEN,2913686,1662155,1251532,0,0,57.05,42.95,0.0,0.0,,
NM-SEN,senate,NM,SEN,646377,368800,277577,0,0,57.06,42.94,0.0,0.0,,
OH-SEN,senate,OH,SEN,4035512,1925317,2046838,0,63358,47.71,50.72,0.0,1.57,LIB,
OK-SEN,senate,OK,SEN,1096222,364066,732156,0,0,33.21,66.79,0.0,0.0,,
OR-SEN,senate,OR,SEN,1571774,927853,643921,0,0,59.03,40.97,0.0,0.0,,
RI-SEN,senate,RI,SEN,359348,220060,139287,0,0,61.24,38.76,0.0,0.0,,
SC-SEN,senate,SC,SEN,1783698,799673,950670,0,33355,44.83,53.3,0.0,1.87,LIB,
SD-SEN,senate,SD,SEN,298473,106451,192022,0,0,35.67,64.33,0.0,0.0,,
TN-SEN,senate,TN,SEN,2144759,758290,1386469,0,0,35.36,64.64,0.0,0.0,,
TX-SEN,senate,TX,SEN,7983170,3868072,3954635,0,160462,48.45,49.54,0.0,2.01,LIB,
VA-SEN,senate,VA,SEN,3152302,1790639,1361663,0,0,56.8,43.2,0.0,0.0,,
WV-SEN,senate,WV,SEN,533673,158237,375436,0,0,29.65,70.35,0.0,0.0,,
WY-SEN,senate,WY,SEN,188334,54752,133582,0,0,29.07,70.93,0.0,0.0,,
AK-01,house,AK,01,236446,106759,125904,0,3783,45.15,53.25,0.0,1.6,,Bill Hill
AL-01,house,AL,01,229648,82571,147078,0,0,35.96,64.04,0.0,0.0,,
AL-02,house,AL,02,205222,98980,106241,0,0,48.23,51.77,0.0,0.0,,
AL-03,house,AL,03,221487,65824,155663,0,0,29.72,70.28,0.0,0.0,,
AL-04,house,AL,04,226703,44415,182288,0,0,19.59,80.41,0.0,0.0,,
AL-05,house,AL,05,247520,93836,153684,0,0,37.91,62.09,0.0,0.0,,
AL-06,house,AL,06,244631,87184,157447,0,0,35.64,64.36,0.0,0.0,,
AL-07,house,AL,07,210352,137618,72734,0,0,65.42,34.58,0.0,0.0,,
AR-01,house,AR,01,195826,55003,140823,0,0,28.09,71.91,0.0,0.0,,
AR-02,house,AR,02,225476,100030,125446,0,0,44.36,55.64,0.0,0.0,,
AR-03,house,AR,03,221598,81513,140085,0,0,36.78,63.22,0.0,0.0,,
AR-04,house,AR,04,196558,60259,136299,0,0,30.66,69.34,0.0,0.0,,
