race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,104506,128157,0,3783,44.2,54.2,0.0,1.6,,
AL-GOV,governor,AL,GOV,1585563,620461,965102,0,0,39.13,60.87,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,305419,534038,0,0,36.38,63.62,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1270951,1101572,0,0,53.57,46.43,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7109284,3989260,0,0,64.06,35.94,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1339189,895733,0,0,59.92,40.08,0.0,0.0,,
CT-GOV,governor,CT,GOV,1231140,730457,500683,0,0,59.33,40.67,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3600534,4054292,0,0,47.04,52.96,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1894626,1780421,0,0,51.55,48.45,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,236609,125082,0,0,65.42,34.58,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,597130,567324,0,0,51.28,48.72,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,173488,460055,0,0,27.38,72.62,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2319813,1634923,0,0,58.66,41.34,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,405204,524109,0,0,43.6,56.4,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1590285,841282,0,0,65.4,34.6,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1438724,688110,0,0,67.65,32.35,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,321315,260647,0,0,55.21,44.79,0.0,0.0,,
MI-GOV,governor,MI,GOV,3964262,2189766,1774495,0,0,55.24,44.76,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1229936,1047808,0,0,54.0,46.0,0.0,0.0,,
