race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,101766,115764,0,18916,43.04,48.96,0.0,8.0,,
AL-GOV,governor,AL,GOV,1585563,638787,946776,0,0,40.29,59.71,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,310922,528535,0,0,37.04,62.96,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1279031,1093492,0,0,53.91,46.09,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7100015,3998528,0,0,63.97,36.03,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1269349,885115,80457,0,56.8,39.6,3.6,0.0,IND,Greg Lopez
CT-GOV,governor,CT,GOV,1231140,736987,494153,0,0,59.86,40.14,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3577016,4077811,0,0,46.73,53.27,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1872678,1802368,0,0,50.96,49.04,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,239185,122506,0,0,66.13,33.87,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,613781,550674,0,0,52.71,47.29,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,185718,447825,0,0,29.31,70.69,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2374685,1580052,0,0,60.05,39.95,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,411112,518202,0,0,44.24,55.76,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1598668,832900,0,0,65.75,34.25,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1452799,674035,0,0,68.31,31.69,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,306239,242610,33114,0,52.62,41.69,5.69,0.0,IND,Rick Bennett
MI-GOV,governor,MI,GOV,3964262,2217225,1747037,0,0,55.93,44.07,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1260830,1016914,0,0,55.35,44.65,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,251721,331729,79561,0,37.97,50.03,12.0,0.0,IND,Brett Lindstrom
NH-GOV,governor,NH,GOV,578332,255201,323131,0,0,44.13,55.87,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,350938,295439,0,0,54.29,45.71,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,534456,504611,0,0,51.44,48.56,0.0,0.0,,
NY-GOV,governor,NY,GOV,5813499,3295108,2518391,0,0,56.68,43.32,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1924415,2111097,0,0,47.69,52.31,0.0,0.0,,
OK-GOV,governor,OK,GOV,1096222,378577,717646,0,0,34.53,65.47,0.0,0.0,,
OR-GOV,governor,OR,GOV,1571774,830949,740825,0,0,52.87,47.13,0.0,0.0,,
PA-GOV,governor,PA,GOV,4923617,2887776,2035842,0,0,58.65,41.35,0.0,0.0,,
RI-GOV,governor,RI,GOV,359348,216248,143100,0,0,60.18,39.82,0.0,0.0,,
SC-GOV,governor,SC,GOV,1783698,800312,983386,0,0,44.87,55.13,0.0,0.0,,
SD-GOV,governor,SD,GOV,298473,110825,187648,0,0,37.13,62.87,0.0,0.0,,
TN-GOV,governor,TN,GOV,2144759,850790,1293970,0,0,39.67,60.33,0.0,0.0,,
TX-GOV,governor,TX,GOV,7983170,3650232,4332937,0,0,45.72,54.28,0.0,0.0,,
VT-GOV,governor,VT,GOV,258595,99997,158599,0,0,38.67,61.33,0.0,0.0,,
WI-GOV,governor,WI,GOV,2396043,1250475,1145568,0,0,52.19,47.81,0.0,0.0,,
WY-GOV,governor,WY,GOV,188334,56904,131430,0,0,30.21,69.79,0.0,0.0,,
AK-SEN,senate,AK,SEN,236446,106992,110539,0,18916,45.25,46.75,0.0,8.0,,
AL-SEN,senate,AL,SEN,1585563,611750,973813,0,0,38.58,61.42,0.0,0.0,,
AR-SEN,senate,AR,SEN,839457,319740,519717,0,0,38.09,61.91,0.0,0.0,,
CO-SEN,senate,CO,SEN,2234922,1394895,840026,0,0,62.41,37.59,0.0,0.0,,
DE-SEN,senate,DE,SEN,357542,223305,134237,0,0,62.46,37.54,0.0,0.0,,
