race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,109047,123616,0,3783,46.12,52.28,0.0,1.6,,
AL-GOV,governor,AL,GOV,1585563,619723,965840,0,0,39.09,60.91,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,307014,532443,0,0,36.57,63.43,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1269873,1102651,0,0,53.52,46.48,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7207506,3891038,0,0,64.94,35.06,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1347642,887279,0,0,60.3,39.7,0.0,0.0,,
CT-GOV,governor,CT,GOV,1231140,724849,506291,0,0,58.88,41.12,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3646823,4008003,0,0,47.64,52.36,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1803138,1871908,0,0,49.06,50.94,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,237368,124322,0,0,65.63,34.37,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,601480,562975,0,0,51.65,48.35,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,174755,458788,0,0,27.58,72.42,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2334940,1619797,0,0,59.04,40.96,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,398761,530553,0,0,42.91,57.09,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1595346,836222,0,0,65.61,34.39,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1443478,683356,0,0,67.87,32.13,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,321054,260909,0,0,55.17,44.83,0.0,0.0,,
MI-GOV,governor,MI,GOV,3964262,2217366,1746896,0,0,55.93,44.07,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1246542,1031202,0,0,54.73,45.27,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,272196,390815,0,0,41.05,58.95,0.0,0.0,,
NH-GOV,governor,NH,GOV,578332,253554,324778,0,0,43.84,56.16,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,349390,296987,0,0,54.05,45.95,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,542020,497048,0,0,52.16,47.84,0.0,0.0,,
NY-GOV,governor,NY,GOV,5813499,3307658,2505841,0,0,56.9,43.1,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1911898,2123614,0,0,47.38,52.62,0.0,0.0,,
OK-GOV,governor,OK,GOV,1096222,372836,723387,0,0,34.01,65.99,0.0,0.0,,
