race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,112123,124323,0,0,47.42,52.58,0.0,0.0,,
AL-GOV,governor,AL,GOV,1585563,643033,942530,0,0,40.56,59.44,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,312752,467943,58762,0,37.26,55.74,7.0,0.0,LIB,Colt Shelby
AZ-GOV,governor,AZ,GOV,2372523,1274241,1067914,30368,0,53.71,45.01,1.28,0.0,GRN,Risa Lombardo
CA-GOV,governor,CA,GOV,11098543,7099080,3999463,0,0,63.96,36.04,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1275118,879347,80457,0,57.05,39.35,3.6,0.0,IND,Greg Lopez
CT-GOV,governor,CT,GOV,1231140,735015,496125,0,0,59.7,40.3,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3613238,4003314,38274,0,47.2,52.3,0.5,0.0,LIB,Scott Eckhard Jewett
GA-GOV,governor,GA,GOV,3675046,1883579,1791468,0,0,51.25,48.75,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,240324,121367,0,0,66.44,33.56,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,623201,541253,0,0,53.52,46.48,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,178609,423256,31677,0,28.19,66.81,5.0,0.0,LIB,Paul Sand
IL-GOV,governor,IL,GOV,3954737,2313812,1527028,113896,0,58.51,38.61,2.88,0.0,IND,Collin Corbett
KS-GOV,governor,KS,GOV,929314,421102,508212,0,0,45.31,54.69,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1539154,812172,80242,0,63.3,33.4,3.3,0.0,IND,Andrea James
MD-GOV,governor,MD,GOV,2126834,1397121,655912,73801,0,65.69,30.84,3.47,0.0,GRN,Andy Ellis
ME-GOV,governor,ME,GOV,581962,316365,249070,16528,0,54.36,42.8,2.84,0.0,IND,Rick Bennett
MI-GOV,governor,MI,GOV,3964262,2218171,1719927,26164,0,55.95,43.39,0.66,0.0,LIB,Anthony Hudson
MN-GOV,governor,MN,GOV,2277744,1229083,995134,53527,0,53.96,43.69,2.35,0.0,GRN,Steven Young and Jane Kirby
NE-GOV,governor,NE,GOV,663011,276381,370718,15912,0,41.69,55.91,2.4,0.0,OTH,Brett Lindstrom
NH-GOV,governor,NH,GOV,578332,254090,321350,2892,0,43.93,55.57,0.5,0.0,LIB,Stephen Villee
NM-GOV,governor,NM,GOV,646377,356086,290291,0,0,55.09,44.91,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,532325,487624,19119,0,51.23,46.93,1.84,0.0,IND,Danielle Ford
NY-GOV,governor,NY,GOV,5813499,3302116,2511383,0,0,56.8,43.2,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1915335,2042291,77885,0,47.46,50.61,1.93,0.0,LIB,Don Kissick
OK-GOV,governor,OK,GOV,1096222,375058,692444,28721,0,34.21,63.17,2.62,0.0,IND,Jerry Griffin
OR-GOV,governor,OR,GOV,1571774,791754,725637,54383,0,50.37,46.17,3.46,0.0,GRN,Brett Smith
PA-GOV,governor,PA,GOV,4923617,2893503,2005496,24618,0,58.77,40.73,0.5,0.0,LIB,Kenneth V. Krawchuk
RI-GOV,governor,RI,GOV,359348,176468,114784,68096,0,49.11,31.94,18.95,0.0,IND,Ken Block
SC-GOV,governor,SC,GOV,1783698,786422,963921,33355,0,44.09,54.04,1.87,0.0,GRN,Walid Hakim
SD-GOV,governor,SD,GOV,298473,111766,186707,0,0,37.45,62.55,0.0,0.0,,
TN-GOV,governor,TN,GOV,2144759,832037,1145860,166862,0,38.79,53.43,7.78,0.0,IND,Lauren Pinkston
TX-GOV,governor,TX,GOV,7983170,3672208,4243105,67857,0,46.0,53.15,0.85,0.0,LIB,Pat Dixon
VT-GOV,governor,VT,GOV,258595,98118,154427,6051,0,37.94,59.72,2.34,0.0,OTH,Dean Roy
WI-GOV,governor,WI,GOV,2396043,1236375,1159668,0,0,51.6,48.4,0.0,0.0,,
WY-GOV,governor,WY,GOV,188334,54130,126839,7364,0,28.74,67.35,3.91,0.0,CON,Rebecca Bextel
AK-SEN,senate,AK,SEN,236446,114033,116501,0,5911,48.23,49.27,0.0,2.5,,
AL-SEN,senate,AL,SEN,1585563,616776,968787,0,0,38.9,61.1,0.0,0.0,,
AR-SEN,senate,AR,SEN,839457,323957,486622,28877,0,38.59,57.97,3.44,0.0,LIB,Jeff Wadlin
CO-SEN,senate,CO,SEN,2234922,1249632,734978,169854,80457,55.91,32.89,7.6,3.6,LIB,Bob Chew
DE-SEN,senate,DE,SEN,357542,223763,133780,0,0,62.58,37.42,0.0,0.0,,
FL-SEN,senate,FL,SEN,7654826,3589531,3938990,126305,0,46.89,51.46,1.65,0.0,IND,Neil J. Gillespie
GA-SEN,senate,GA,SEN,3675046,2070570,1604477,0,0,56.34,43.66,0.0,0.0,,
IA-SEN,senate,IA,SEN,1164454,572021,586610,5822,0,49.12,50.38,0.5,0.0,LIB,Thomas Laehn
ID-SEN,senate,ID,SEN,633543,0,374799,230932,27813,0.0,59.16,36.45,4.39,IND,Todd Achilles
IL-SEN,senate,IL,SEN,3954737,2330975,1509866,113896,0,58.94,38.18,2.88,0.0,OTH,"Whitfield Harrington, Jr."
KS-SEN,senate,KS,SEN,929314,422965,472801,33548,0,45.51,50.88,3.61,0.0,LIB,David C Graham
KY-SEN,senate,KY,SEN,1452169,524872,896946,30350,0,36.14,61.77,2.09,0.0,OTH,Christopher Campbell
LA-SEN,senate,LA,SEN,1404882,538767,866115,0,0,38.35,61.65,0.0,0.0,,
MA-SEN,senate,MA,SEN,2431568,1523796,780601,46929,80242,62.67,32.1,1.93,3.3,IND,Shiva Ayyadurai
ME-SEN,senate,ME,SEN,581962,294236,287726,0,0,50.56,49.44,0.0,0.0,,
MI-SEN,senate,MI,SEN,3964262,2048015,1804851,19821,91575,51.66,45.53,0.5,2.31,LIB,Douglas P. Marsh
MN-SEN,senate,MN,SEN,2277744,1212684,1022010,43049,0,53.24,44.87,1.89,0.0,LIB,Rebecca Whiting
MS-SEN,senate,MS,SEN,859605,362114,467061,30430,0,42.13,54.33,3.54,0.0,IND,Ty Pinkins
MT-SEN,senate,MT,SEN,422074,86251,214525,105849,15448,20.44,50.83,25.08,3.66,IND,Seth Bodnar
NC-SEN,senate,NC,SEN,3987467,2065306,1792170,55426,74565,51.79,44.95,1.39,1.87,LIB,Michael Dublin
NE-SEN,senate,NE,SEN,663011,0,335207,313350,14454,0.0,50.56,47.26,2.18,IND,Dan Osborn
NH-SEN,senate,NH,SEN,578332,310439,265002,2892,0,53.68,45.82,0.5,0.0,CON,Edmond Laplante
NJ-SEN,senate,NJ,SEN,2913686,1707527,1143807,62353,0,58.6,39.26,2.14,0.0,OTH,Joanne Kuniansky
NM-SEN,senate,NM,SEN,646377,388897,257480,0,0,60.17,39.83,0.0,0.0,,
OH-SEN,senate,OH,SEN,4035512,1980273,1945070,46812,63357,49.07,48.2,1.16,1.57,LIB,Greg Levy
OK-SEN,senate,OK,SEN,1096222,346448,677204,43849,28721,31.6,61.78,4.0,2.62,LIB,Ron Meinhardt
OR-SEN,senate,OR,SEN,1571774,875344,549312,73559,73559,55.69,34.95,4.68,4.68,IND,Gary Lyndon Dye
RI-SEN,senate,RI,SEN,359348,217861,130167,11319,0,60.63,36.22,3.15,0.0,IND,Michael Anthony Bahry
SC-SEN,senate,SC,SEN,1783698,817690,911962,20691,33355,45.84,51.13,1.16,1.87,IND,Kasie Whitener
SD-SEN,senate,SD,SEN,298473,0,176757,121716,0,0.0,59.22,40.78,0.0,IND,Brian Bengs
TN-SEN,senate,TN,SEN,2144759,728986,1296096,119678,0,33.99,60.43,5.58,0.0,IND,"David Sutman, Jr."
TX-SEN,senate,TX,SEN,7983170,3980670,3925861,76638,0,49.86,49.18,0.96,0.0,LIB,Ted Brown
VA-SEN,senate,VA,SEN,3152302,1865585,1286717,0,0,59.18,40.82,0.0,0.0,,
WV-SEN,senate,WV,SEN,533673,154117,367335,12221,0,28.88,68.83,2.29,0.0,CON,S. Marshall Wilson
WY-SEN,senate,WY,SEN,188334,54144,134189,0,0,28.75,71.25,0.0,0.0,,
AK-01,house,AK,01,236446,8985,117650,106968,2843,3.8,49.76,45.24,1.2,IND,Bill Hill
AL-01,house,AL,01,229648,83780,145868,0,0,36.48,63.52,0.0,0.0,,
AL-02,house,AL,02,205222,100808,104413,0,0,49.12,50.88,0.0,0.0,,
AL-03,house,AL,03,221487,66444,155043,0,0,30.0,70.0,0.0,0.0,,
AL-04,house,AL,04,226703,45135,181567,0,0,19.91,80.09,0.0,0.0,,
AL-05,house,AL,05,247520,96403,151117,0,0,38.95,61.05,0.0,0.0,,
AL-06,house,AL,06,244631,85865,158766,0,0,35.1,64.9,0.0,0.0,,
AL-07,house,AL,07,210352,142354,67998,0,0,67.67,32.33,0.0,0.0,,
AR-01,house,AR,01,195826,57013,133682,5131,0,29.11,68.27,2.62,0.0,LIB,Steve G. Parsons
AR-02,house,AR,02,225476,106257,119219,0,0,47.13,52.87,0.0,0.0,,
AR-03,house,AR,03,221598,82416,131315,7867,0,37.19,59.26,3.55,0.0,LIB,Bobby Wilson
AR-04,house,AR,04,196558,62069,134489,0,0,31.58,68.42,0.0,0.0,,
AZ-01,house,AZ,01,315514,163841,145741,5932,0,51.93,46.19,1.88,0.0,LIB,Monica Alponte
AZ-02,house,AZ,02,291534,145818,142335,3382,0,50.02,48.82,1.16,0.0,LIB,Curtis Goodwin
AZ-03,house,AZ,03,149255,114512,27848,3448,3448,76.72,18.66,2.31,2.31,GRN,Alan Aversa
AZ-04,house,AZ,04,243254,143039,93525,6689,0,58.8,38.45,2.75,0.0,OTH,Tisha Benoit
AZ-05,house,AZ,05,311518,137546,173971,0,0,44.15,55.85,0.0,0.0,,
AZ-06,house,AZ,06,308122,156222,138836,6532,6532,50.7,45.06,2.12,2.12,GRN,Jereme Peters
AZ-07,house,AZ,07,197180,138508,58671,0,0,70.24,29.76,0.0,0.0,,
AZ-08,house,AZ,08,274416,125233,149183,0,0,45.64,54.36,0.0,0.0,,
AZ-09,house,AZ,09,281730,110072,171658,0,0,39.07,60.93,0.0,0.0,,
