race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,104612,128051,0,3783,44.24,54.16,0.0,1.6,,
AL-GOV,governor,AL,GOV,1585563,619854,965709,0,0,39.09,60.91,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,305041,534415,0,0,36.34,63.66,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1256883,1115640,0,0,52.98,47.02,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7104289,3994254,0,0,64.01,35.99,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1338334,896588,0,0,59.88,40.12,0.0,0.0,,
CT-GOV,governor,CT,GOV,1231140,729903,501237,0,0,59.29,40.71,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3595222,4059604,0,0,46.97,53.03,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1893220,1781826,0,0,51.52,48.48,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,236446,125245,0,0,65.37,34.63,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,593072,571383,0,0,50.93,49.07,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,173203,460340,0,0,27.34,72.66,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2318301,1636436,0,0,58.62,41.38,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,404786,524528,0,0,43.56,56.44,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1589355,842212,0,0,65.36,34.64,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1437911,688923,0,0,67.61,32.39,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,321054,260909,0,0,55.17,44.83,0.0,0.0,,
MI-GOV,governor,MI,GOV,3964262,2188460,1775802,0,0,55.2,44.8,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1228911,1048833,0,0,53.95,46.05,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,269296,393716,0,0,40.62,59.38,0.0,0.0,,
NH-GOV,governor,NH,GOV,578332,253456,324877,0,0,43.83,56.17,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,342570,303807,0,0,53.0,47.0,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,533069,505999,0,0,51.3,48.7,0.0,0.0,,
NY-GOV,governor,NY,GOV,5813499,3286151,2527348,0,0,56.53,43.47,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1915951,2119561,0,0,47.48,52.52,0.0,0.0,,
OK-GOV,governor,OK,GOV,1096222,371246,724976,0,0,33.87,66.13,0.0,0.0,,
