race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,110971,121692,0,3783,46.93,51.47,0.0,1.6,,
AL-GOV,governor,AL,GOV,1585563,612311,973252,0,0,38.62,61.38,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,302397,537060,0,0,36.02,63.98,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1261746,1110777,0,0,53.18,46.82,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7146464,3952080,0,0,64.39,35.61,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1337194,897727,0,0,59.83,40.17,0.0,0.0,,
CT-GOV,governor,CT,GOV,1231140,719093,512047,0,0,58.41,41.59,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3617159,4037667,0,0,47.25,52.75,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1869271,1805775,0,0,50.86,49.14,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,235379,126312,0,0,65.08,34.92,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,594324,570130,0,0,51.04,48.96,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,171270,462272,0,0,27.03,72.97,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2316452,1638285,0,0,58.57,41.43,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,393650,535664,0,0,42.36,57.64,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1592796,838771,0,0,65.5,34.5,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1433535,693299,0,0,67.4,32.6,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,317853,264110,0,0,54.62,45.38,0.0,0.0,,
MI-GOV,governor,MI,GOV,3964262,2179164,1785097,0,0,54.97,45.03,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1235894,1041850,0,0,54.26,45.74,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,261008,402003,0,0,39.37,60.63,0.0,0.0,,
NH-GOV,governor,NH,GOV,578332,250227,328106,0,0,43.27,56.73,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,345835,300543,0,0,53.5,46.5,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,539012,500055,0,0,51.87,48.13,0.0,0.0,,
NY-GOV,governor,NY,GOV,5813499,3284471,2529028,0,0,56.5,43.5,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1917419,2118093,0,0,47.51,52.49,0.0,0.0,,
OK-GOV,governor,OK,GOV,1096222,366807,729416,0,0,33.46,66.54,0.0,0.0,,
OR-GOV,governor,OR,GOV,1571774,826344,745430,0,0,52.57,47.43,0.0,0.0,,
PA-GOV,governor,PA,GOV,4923617,2819566,2104052,0,0,57.27,42.73,0.0,0.0,,
RI-GOV,governor,RI,GOV,359348,216804,142544,0,0,60.33,39.67,0.0,0.0,,
SC-GOV,governor,SC,GOV,1783698,770074,1013624,0,0,43.17,56.83,0.0,0.0,,
SD-GOV,governor,SD,GOV,298473,107021,191452,0,0,35.86,64.14,0.0,0.0,,
TN-GOV,governor,TN,GOV,2144759,838869,1305891,0,0,39.11,60.89,0.0,0.0,,
TX-GOV,governor,TX,GOV,7983170,3618541,4364628,0,0,45.33,54.67,0.0,0.0,,
VT-GOV,governor,VT,GOV,258595,94003,164592,0,0,36.35,63.65,0.0,0.0,,
WI-GOV,governor,WI,GOV,2396043,1277004,1119038,0,0,53.3,46.7,0.0,0.0,,
WY-GOV,governor,WY,GOV,188334,54888,133446,0,0,29.14,70.86,0.0,0.0,,
AK-SEN,senate,AK,SEN,236446,113145,119517,0,3783,47.85,50.55,0.0,1.6,,
AL-SEN,senate,AL,SEN,1585563,603042,982521,0,0,38.03,61.97,0.0,0.0,,
AR-SEN,senate,AR,SEN,839457,303871,535585,0,0,36.2,63.8,0.0,0.0,,
CO-SEN,senate,CO,SEN,2234922,1351110,883812,0,0,60.45,39.55,0.0,0.0,,
DE-SEN,senate,DE,SEN,357542,215248,142294,0,0,60.2,39.8,0.0,0.0,,
FL-SEN,senate,FL,SEN,7654826,3594878,4059948,0,0,46.96,53.04,0.0,0.0,,
GA-SEN,senate,GA,SEN,3675046,1990508,1684538,0,0,54.16,45.84,0.0,0.0,,
IA-SEN,senate,IA,SEN,1164454,534411,599418,0,30625,45.89,51.48,0.0,2.63,LIB,
ID-SEN,senate,ID,SEN,633543,194366,439177,0,0,30.68,69.32,0.0,0.0,,
IL-SEN,senate,IL,SEN,3954737,2335559,1619178,0,0,59.06,40.94,0.0,0.0,,
KS-SEN,senate,KS,SEN,929314,402494,526820,0,0,43.31,56.69,0.0,0.0,,
KY-SEN,senate,KY,SEN,1452169,513683,938486,0,0,35.37,64.63,0.0,0.0,,
LA-SEN,senate,LA,SEN,1404882,524730,880152,0,0,37.35,62.65,0.0,0.0,,
MA-SEN,senate,MA,SEN,2431568,1617542,814026,0,0,66.52,33.48,0.0,0.0,,
ME-SEN,senate,ME,SEN,581962,285288,290855,0,5820,49.02,49.98,0.0,1.0,,
MI-SEN,senate,MI,SEN,3964262,2069722,1894539,0,0,52.21,47.79,0.0,0.0,,
MN-SEN,senate,MN,SEN,2277744,1228909,1048835,0,0,53.95,46.05,0.0,0.0,,
MS-SEN,senate,MS,SEN,859605,361307,498297,0,0,42.03,57.97,0.0,0.0,,
MT-SEN,senate,MT,SEN,422074,52670,233761,120195,15448,12.48,55.38,28.48,3.66,IND,Seth Bodnar
NC-SEN,senate,NC,SEN,3987467,2033369,1879532,0,74566,50.99,47.14,0.0,1.87,GRN,
NE-SEN,senate,NE,SEN,663011,44537,346007,272466,0,6.72,52.19,41.1,0.0,IND,Dan Osborn
NH-SEN,senate,NH,SEN,578332,305710,272622,0,0,52.86,47.14,0.0,0.0,,
