race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,112587,120076,0,3783,47.62,50.78,0.0,1.6,,
AL-GOV,governor,AL,GOV,1585563,618173,967390,0,0,38.99,61.01,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,306343,533114,0,0,36.49,63.51,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1254466,1118058,0,0,52.87,47.13,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7043802,4054741,0,0,63.47,36.53,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1336529,898392,0,0,59.8,40.2,0.0,0.0,,
CT-GOV,governor,CT,GOV,1231140,719564,511576,0,0,58.45,41.55,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3598601,4056226,0,0,47.01,52.99,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1764838,1910208,0,0,48.02,51.98,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,236916,124774,0,0,65.5,34.5,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,600956,563499,0,0,51.61,48.39,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,174121,459421,0,0,27.48,72.52,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2314939,1639798,0,0,58.54,41.46,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,397274,532040,0,0,42.75,57.25,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1598915,832653,0,0,65.76,34.24,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1434258,692576,0,0,67.44,32.56,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,323294,258668,0,0,55.55,44.45,0.0,0.0,,
MI-GOV,governor,MI,GOV,3964262,2185995,1778266,0,0,55.14,44.86,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1249156,1028588,0,0,54.84,45.16,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,263926,399086,0,0,39.81,60.19,0.0,0.0,,
NH-GOV,governor,NH,GOV,578332,254206,324126,0,0,43.96,56.04,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,338304,308073,0,0,52.34,47.66,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,535198,503870,0,0,51.51,48.49,0.0,0.0,,
NY-GOV,governor,NY,GOV,5813499,3284376,2529123,0,0,56.5,43.5,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1937092,2098420,0,0,48.0,52.0,0.0,0.0,,
OK-GOV,governor,OK,GOV,1096222,373987,722236,0,0,34.12,65.88,0.0,0.0,,
OR-GOV,governor,OR,GOV,1571774,831956,739819,0,0,52.93,47.07,0.0,0.0,,
PA-GOV,governor,PA,GOV,4923617,2832267,2091350,0,0,57.52,42.48,0.0,0.0,,
RI-GOV,governor,RI,GOV,359348,217361,141987,0,0,60.49,39.51,0.0,0.0,,
SC-GOV,governor,SC,GOV,1783698,776406,1007292,0,0,43.53,56.47,0.0,0.0,,
SD-GOV,governor,SD,GOV,298473,109931,188542,0,0,36.83,63.17,0.0,0.0,,
TN-GOV,governor,TN,GOV,2144759,847984,1296775,0,0,39.54,60.46,0.0,0.0,,
TX-GOV,governor,TX,GOV,7983170,3549409,4433760,0,0,44.46,55.54,0.0,0.0,,
VT-GOV,governor,VT,GOV,258595,96369,162226,0,0,37.27,62.73,0.0,0.0,,
WI-GOV,governor,WI,GOV,2396043,1286147,1109896,0,0,53.68,46.32,0.0,0.0,,
