race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,107509,128937,0,0,45.47,54.53,0.0,0.0,,
AL-GOV,governor,AL,GOV,1585563,638383,947180,0,0,40.26,59.74,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,329233,510224,0,0,39.22,60.78,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1288865,1083658,0,0,54.32,45.68,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7091529,4007014,0,0,63.9,36.1,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1268800,885665,80457,0,56.77,39.63,3.6,0.0,IND,Greg Lopez
CT-GOV,governor,CT,GOV,1231140,733641,497498,0,0,59.59,40.41,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3580358,4074468,0,0,46.77,53.23,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1873722,1801324,0,0,50.98,49.02,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,239076,122614,0,0,66.1,33.9,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,611609,552846,0,0,52.52,47.48,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,183551,449992,0,0,28.97,71.03,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2373676,1581061,0,0,60.02,39.98,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,420880,508433,0,0,45.29,54.71,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1589427,842140,0,0,65.37,34.63,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1449004,677830,0,0,68.13,31.87,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,306114,242735,33114,0,52.6,41.71,5.69,0.0,IND,Rick Bennett
MI-GOV,governor,MI,GOV,3964262,2222671,1741590,0,0,56.07,43.93,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1274113,1003631,0,0,55.94,44.06,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,272949,390062,0,0,41.17,58.83,0.0,0.0,,
NH-GOV,governor,NH,GOV,578332,253839,324494,0,0,43.89,56.11,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,354464,291913,0,0,54.84,45.16,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,534046,505022,0,0,51.4,48.6,0.0,0.0,,
NY-GOV,governor,NY,GOV,5813499,3288411,2525088,0,0,56.57,43.43,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1923554,2111958,0,0,47.67,52.33,0.0,0.0,,
OK-GOV,governor,OK,GOV,1096222,382085,714138,0,0,34.85,65.15,0.0,0.0,,
OR-GOV,governor,OR,GOV,1571774,830549,741226,0,0,52.84,47.16,0.0,0.0,,
PA-GOV,governor,PA,GOV,4923617,2893612,2030005,0,0,58.77,41.23,0.0,0.0,,
RI-GOV,governor,RI,GOV,359348,177134,117531,64683,0,49.29,32.71,18.0,0.0,IND,Ken Block
SC-GOV,governor,SC,GOV,1783698,800737,982961,0,0,44.89,55.11,0.0,0.0,,
SD-GOV,governor,SD,GOV,298473,110736,187737,0,0,37.1,62.9,0.0,0.0,,
TN-GOV,governor,TN,GOV,2144759,825504,1162259,156996,0,38.49,54.19,7.32,0.0,IND,Lauren Pinkston
TX-GOV,governor,TX,GOV,7983170,3650197,4332972,0,0,45.72,54.28,0.0,0.0,,
VT-GOV,governor,VT,GOV,258595,99853,158743,0,0,38.61,61.39,0.0,0.0,,
WI-GOV,governor,WI,GOV,2396043,1230572,1165471,0,0,51.36,48.64,0.0,0.0,,
WY-GOV,governor,WY,GOV,188334,54487,133847,0,0,28.93,71.07,0.0,0.0,,
AK-SEN,senate,AK,SEN,236446,112669,117866,0,5911,47.65,49.85,0.0,2.5,,
AL-SEN,senate,AL,SEN,1585563,611255,974308,0,0,38.55,61.45,0.0,0.0,,
AR-SEN,senate,AR,SEN,839457,329009,510448,0,0,39.19,60.81,0.0,0.0,,
CO-SEN,senate,CO,SEN,2234922,1394085,840836,0,0,62.38,37.62,0.0,0.0,,
DE-SEN,senate,DE,SEN,357542,222529,135013,0,0,62.24,37.76,0.0,0.0,,
FL-SEN,senate,FL,SEN,7654826,3562598,4092228,0,0,46.54,53.46,0.0,0.0,,
GA-SEN,senate,GA,SEN,3675046,2064106,1610940,0,0,56.17,43.83,0.0,0.0,,
IA-SEN,senate,IA,SEN,1164454,551309,582520,0,30625,47.34,50.03,0.0,2.63,LIB,
ID-SEN,senate,ID,SEN,633543,0,394736,238807,0,0.0,62.31,37.69,0.0,IND,Todd Achilles
IL-SEN,senate,IL,SEN,3954737,2387126,1567611,0,0,60.36,39.64,0.0,0.0,,
KS-SEN,senate,KS,SEN,929314,422176,507137,0,0,45.43,54.57,0.0,0.0,,
KY-SEN,senate,KY,SEN,1452169,517856,934313,0,0,35.66,64.34,0.0,0.0,,
LA-SEN,senate,LA,SEN,1404882,533920,870962,0,0,38.0,62.0,0.0,0.0,,
MA-SEN,senate,MA,SEN,2431568,1607233,824335,0,0,66.1,33.9,0.0,0.0,,
ME-SEN,senate,ME,SEN,581962,291688,290274,0,0,50.12,49.88,0.0,0.0,,
MI-SEN,senate,MI,SEN,3964262,2090325,1873937,0,0,52.73,47.27,0.0,0.0,,
MN-SEN,senate,MN,SEN,2277744,1246794,1030950,0,0,54.74,45.26,0.0,0.0,,
MS-SEN,senate,MS,SEN,859605,359901,469274,30430,0,41.87,54.59,3.54,0.0,IND,Ty Pinkins
MT-SEN,senate,MT,SEN,422074,94589,218460,93577,15448,22.41,51.76,22.17,3.66,IND,Seth Bodnar
NC-SEN,senate,NC,SEN,3987467,2066420,1846482,0,74566,51.82,46.31,0.0,1.87,GRN,
NE-SEN,senate,NE,SEN,663011,0,352504,310507,0,0.0,53.17,46.83,0.0,IND,Dan Osborn
NH-SEN,senate,NH,SEN,578332,310144,268188,0,0,53.63,46.37,0.0,0.0,,
NJ-SEN,senate,NJ,SEN,2913686,1744947,1168739,0,0,59.89,40.11,0.0,0.0,,
NM-SEN,senate,NM,SEN,646377,386255,260122,0,0,59.76,40.24,0.0,0.0,,
OH-SEN,senate,OH,SEN,4035512,1989847,1982307,0,63358,49.31,49.12,0.0,1.57,LIB,
OK-SEN,senate,OK,SEN,1096222,366157,730066,0,0,33.4,66.6,0.0,0.0,,
OR-SEN,senate,OR,SEN,1571774,957391,614383,0,0,60.91,39.09,0.0,0.0,,
RI-SEN,senate,RI,SEN,359348,223942,135406,0,0,62.32,37.68,0.0,0.0,,
SC-SEN,senate,SC,SEN,1783698,832926,917417,0,33355,46.7,51.43,0.0,1.87,LIB,
SD-SEN,senate,SD,SEN,298473,0,179433,119040,0,0.0,60.12,39.88,0.0,IND,Brian Bengs
TN-SEN,senate,TN,SEN,2144759,769174,1375585,0,0,35.86,64.14,0.0,0.0,,
TX-SEN,senate,TX,SEN,7983170,3919072,3903636,0,160462,49.09,48.9,0.0,2.01,LIB,
VA-SEN,senate,VA,SEN,3152302,1854709,1297592,0,0,58.84,41.16,0.0,0.0,,
WV-SEN,senate,WV,SEN,533673,153902,379771,0,0,28.84,71.16,0.0,0.0,,
WY-SEN,senate,WY,SEN,188334,53033,135300,0,0,28.16,71.84,0.0,0.0,,
AK-01,house,AK,01,236446,8985,118045,106590,2826,3.8,49.92,45.08,1.2,IND,Bill Hill
AL-01,house,AL,01,229648,82694,146955,0,0,36.01,63.99,0.0,0.0,,
AL-02,house,AL,02,205222,100178,105044,0,0,48.81,51.19,0.0,0.0,,
AL-03,house,AL,03,221487,65396,156091,0,0,29.53,70.47,0.0,0.0,,
AL-04,house,AL,04,226703,44063,182640,0,0,19.44,80.56,0.0,0.0,,
AL-05,house,AL,05,247520,95232,152288,0,0,38.47,61.53,0.0,0.0,,
AL-06,house,AL,06,244631,84708,159923,0,0,34.63,65.37,0.0,0.0,,
AL-07,house,AL,07,210352,141359,68993,0,0,67.2,32.8,0.0,0.0,,
AR-01,house,AR,01,195826,56724,139102,0,0,28.97,71.03,0.0,0.0,,
AR-02,house,AR,02,225476,104977,120498,0,0,46.56,53.44,0.0,0.0,,
AR-03,house,AR,03,221598,83181,138417,0,0,37.54,62.46,0.0,0.0,,
AR-04,house,AR,04,196558,60754,135804,0,0,30.91,69.09,0.0,0.0,,
AZ-01,house,AZ,01,315514,162764,146818,0,5932,51.59,46.53,0.0,1.88,LIB,
AZ-02,house,AZ,02,291534,146306,145228,0,0,50.18,49.82,0.0,0.0,,
AZ-03,house,AZ,03,149255,120031,29225,0,0,80.42,19.58,0.0,0.0,,
AZ-04,house,AZ,04,243254,146363,96891,0,0,60.17,39.83,0.0,0.0,,
AZ-05,house,AZ,05,311518,136409,175108,0,0,43.79,56.21,0.0,0.0,,
AZ-06,house,AZ,06,308122,159511,142079,0,6532,51.77,46.11,0.0,2.12,LIB,
AZ-07,house,AZ,07,197180,137789,59391,0,0,69.88,30.12,0.0,0.0,,
AZ-08,house,AZ,08,274416,125855,148561,0,0,45.86,54.14,0.0,0.0,,
AZ-09,house,AZ,09,281730,109044,172686,0,0,38.71,61.29,0.0,0.0,,
CA-01,house,CA,01,239151,143049,96102,0,0,59.82,40.18,0.0,0.0,,
CA-02,house,CA,02,272520,182188,90332,0,0,66.85,33.15,0.0,0.0,,
CA-03,house,CA,03,256644,155931,100713,0,0,60.76,39.24,0.0,0.0,,
CA-04,house,CA,04,240754,240754,0,0,0,100.0,0.0,0.0,0.0,,
CA-05,house,CA,05,253723,104223,149499,0,0,41.08,58.92,0.0,0.0,,
CA-06,house,CA,06,235441,132770,102671,0,0,56.39,43.61,0.0,0.0,,
CA-07,house,CA,07,242835,242835,0,0,0,100.0,0.0,0.0,0.0,,
CA-08,house,CA,08,218644,163285,55358,0,0,74.68,25.32,0.0,0.0,,
CA-09,house,CA,09,187940,123191,64748,0,0,65.55,34.45,0.0,0.0,,
CA-10,house,CA,10,264480,189455,75025,0,0,71.63,28.37,0.0,0.0,,
CA-11,house,CA,11,252827,252827,0,0,0,100.0,0.0,0.0,0.0,,
CA-12,house,CA,12,222860,222860,0,0,0,100.0,0.0,0.0,0.0,,
CA-13,house,CA,13,145569,88786,56783,0,0,60.99,39.01,0.0,0.0,,
CA-14,house,CA,14,199910,199910,0,0,0,100.0,0.0,0.0,0.0,,
CA-15,house,CA,15,213889,169612,44277,0,0,79.3,20.7,0.0,0.0,,
CA-16,house,CA,16,238075,190474,47600,0,0,80.01,19.99,0.0,0.0,,
CA-17,house,CA,17,184966,138139,46827,0,0,74.68,25.32,0.0,0.0,,
CA-18,house,CA,18,166214,119925,46288,0,0,72.15,27.85,0.0,0.0,,
CA-19,house,CA,19,263484,189949,63892,0,9644,72.09,24.25,0.0,3.66,GRN,
CA-20,house,CA,20,220803,79228,141575,0,0,35.88,64.12,0.0,0.0,,
CA-21,house,CA,21,141263,85654,55609,0,0,60.63,39.37,0.0,0.0,,
CA-22,house,CA,22,119812,63840,55972,0,0,53.28,46.72,0.0,0.0,,
CA-23,house,CA,23,193594,81299,112295,0,0,41.99,58.01,0.0,0.0,,
CA-24,house,CA,24,245955,168502,77454,0,0,68.51,31.49,0.0,0.0,,
CA-25,house,CA,25,189057,113546,75511,0,0,60.06,39.94,0.0,0.0,,
CA-26,house,CA,26,240362,151648,88714,0,0,63.09,36.91,0.0,0.0,,
CA-27,house,CA,27,207250,131802,75447,0,0,63.6,36.4,0.0,0.0,,
CA-28,house,CA,28,228743,160284,68459,0,0,70.07,29.93,0.0,0.0,,
CA-29,house,CA,29,167318,167318,0,0,0,100.0,0.0,0.0,0.0,,
CA-30,house,CA,30,239051,181733,57317,0,0,76.02,23.98,0.0,0.0,,
CA-31,house,CA,31,204348,118953,85395,0,0,58.21,41.79,0.0,0.0,,
CA-32,house,CA,32,251770,176111,75659,0,0,69.95,30.05,0.0,0.0,,
CA-33,house,CA,33,173868,111915,61954,0,0,64.37,35.63,0.0,0.0,,
CA-34,house,CA,34,150165,150165,0,0,0,100.0,0.0,0.0,0.0,,
CA-35,house,CA,35,182276,115421,66855,0,0,63.32,36.68,0.0,0.0,,
CA-36,house,CA,36,269925,204368,65557,0,0,75.71,24.29,0.0,0.0,,
CA-37,house,CA,37,164586,164586,0,0,0,100.0,0.0,0.0,0.0,,
CA-38,house,CA,38,183185,115738,67447,0,0,63.18,36.82,0.0,0.0,,
CA-39,house,CA,39,164585,103416,61169,0,0,62.83,37.17,0.0,0.0,,
CA-40,house,CA,40,266738,0,266738,0,0,0.0,100.0,0.0,0.0,,
CA-41,house,CA,41,217554,143035,74519,0,0,65.75,34.25,0.0,0.0,,
CA-42,house,CA,42,244759,154926,89833,0,0,63.3,36.7,0.0,0.0,,
CA-43,house,CA,43,156374,128079,28295,0,0,81.91,18.09,0.0,0.0,,
CA-44,house,CA,44,153833,122485,31347,0,0,79.62,20.38,0.0,0.0,,
CA-45,house,CA,45,210230,126802,83428,0,0,60.32,39.68,0.0,0.0,,
CA-46,house,CA,46,159271,111287,47984,0,0,69.87,30.13,0.0,0.0,,
CA-47,house,CA,47,250428,149127,92261,0,9040,59.55,36.84,0.0,3.61,LIB,
CA-48,house,CA,48,229638,125966,103672,0,0,54.85,45.15,0.0,0.0,,
CA-49,house,CA,49,271831,166210,105621,0,0,61.14,38.86,0.0,0.0,,
CA-50,house,CA,50,260226,164680,95546,0,0,63.28,36.72,0.0,0.0,,
CA-51,house,CA,51,248947,159070,89877,0,0,63.9,36.1,0.0,0.0,,
CA-52,house,CA,52,190877,133658,57219,0,0,70.02,29.98,0.0,0.0,,
CO-01,house,CO,01,256448,217440,39008,0,0,84.79,15.21,0.0,0.0,,
CO-02,house,CO,02,302356,229903,72453,0,0,76.04,23.96,0.0,0.0,,
CO-03,house,CO,03,284736,139533,145203,0,0,49.0,51.0,0.0,0.0,,
CO-04,house,CO,04,323105,152815,170289,0,0,47.3,52.7,0.0,0.0,,
CO-05,house,CO,05,262831,122505,140326,0,0,46.61,53.39,0.0,0.0,,
CO-06,house,CO,06,252258,167655,84604,0,0,66.46,33.54,0.0,0.0,,
CO-07,house,CO,07,312038,200616,111422,0,0,64.29,35.71,0.0,0.0,,
CO-08,house,CO,08,241150,129958,111192,0,0,53.89,46.11,0.0,0.0,,
CT-01,house,CT,01,240779,159413,81366,0,0,66.21,33.79,0.0,0.0,,
CT-02,house,CT,02,272012,166899,105114,0,0,61.36,38.64,0.0,0.0,,
CT-03,house,CT,03,239430,154121,85310,0,0,64.37,35.63,0.0,0.0,,
CT-04,house,CT,04,236923,160157,76765,0,0,67.6,32.4,0.0,0.0,,
CT-05,house,CT,05,241996,138825,103171,0,0,57.37,42.63,0.0,0.0,,
DE-01,house,DE,01,357542,233856,123687,0,0,65.41,34.59,0.0,0.0,,
FL-01,house,FL,01,295828,98859,196969,0,0,33.42,66.58,0.0,0.0,,
FL-02,house,FL,02,289194,130176,159018,0,0,45.01,54.99,0.0,0.0,,
FL-03,house,FL,03,280531,115566,164964,0,0,41.2,58.8,0.0,0.0,,
