race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,104037,128626,0,3783,44.0,54.4,0.0,1.6,,
AL-GOV,governor,AL,GOV,1585563,616957,968606,0,0,38.91,61.09,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,303237,536220,0,0,36.12,63.88,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1253018,1119505,0,0,52.81,47.19,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7080427,4018116,0,0,63.8,36.2,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1334250,900672,0,0,59.7,40.3,0.0,0.0,,
CT-GOV,governor,CT,GOV,1231140,727256,503884,0,0,59.07,40.93,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3578742,4076084,0,0,46.75,53.25,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1865963,1809083,0,0,50.77,49.23,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,235669,126022,0,0,65.16,34.84,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,590568,573886,0,0,50.72,49.28,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,171841,461702,0,0,27.12,72.88,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2311073,1643663,0,0,58.44,41.56,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,402788,526526,0,0,43.34,56.66,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1596291,835276,0,0,65.65,34.35,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1434024,692810,0,0,67.43,32.57,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,319802,262160,0,0,54.95,45.05,0.0,0.0,,
MI-GOV,governor,MI,GOV,3964262,2169814,1794448,0,0,54.73,45.27,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1224014,1053730,0,0,53.74,46.26,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,261572,401439,0,0,39.45,60.55,0.0,0.0,,
NH-GOV,governor,NH,GOV,578332,255713,322620,0,0,44.22,55.78,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,341181,305196,0,0,52.78,47.22,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,530386,508682,0,0,51.04,48.96,0.0,0.0,,
NY-GOV,governor,NY,GOV,5813499,3279320,2534178,0,0,56.41,43.59,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1929203,2106309,0,0,47.81,52.19,0.0,0.0,,
OK-GOV,governor,OK,GOV,1096222,368889,727333,0,0,33.65,66.35,0.0,0.0,,
OR-GOV,governor,OR,GOV,1571774,824989,746786,0,0,52.49,47.51,0.0,0.0,,
PA-GOV,governor,PA,GOV,4923617,2816875,2106743,0,0,57.21,42.79,0.0,0.0,,
RI-GOV,governor,RI,GOV,359348,216588,142760,0,0,60.27,39.73,0.0,0.0,,
SC-GOV,governor,SC,GOV,1783698,770876,1012822,0,0,43.22,56.78,0.0,0.0,,
SD-GOV,governor,SD,GOV,298473,108065,190408,0,0,36.21,63.79,0.0,0.0,,
TN-GOV,governor,TN,GOV,2144759,840805,1303955,0,0,39.2,60.8,0.0,0.0,,
TX-GOV,governor,TX,GOV,7983170,3581198,4401972,0,0,44.86,55.14,0.0,0.0,,
VT-GOV,governor,VT,GOV,258595,94843,163752,0,0,36.68,63.32,0.0,0.0,,
WI-GOV,governor,WI,GOV,2396043,1281720,1114323,0,0,53.49,46.51,0.0,0.0,,
WY-GOV,governor,WY,GOV,188334,55198,133135,0,0,29.31,70.69,0.0,0.0,,
