race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,104635,128028,0,3783,44.25,54.15,0.0,1.6,,
AL-GOV,governor,AL,GOV,1585563,615946,969617,0,0,38.85,61.15,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,302607,536850,0,0,36.05,63.95,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1259817,1112706,0,0,53.1,46.9,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7072103,4026440,0,0,63.72,36.28,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1332825,902097,0,0,59.64,40.36,0.0,0.0,,
CT-GOV,governor,CT,GOV,1231140,726332,504807,0,0,59.0,41.0,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3528270,4126557,0,0,46.09,53.91,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1863207,1811839,0,0,50.7,49.3,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,235397,126293,0,0,65.08,34.92,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,589695,574760,0,0,50.64,49.36,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,171366,462177,0,0,27.05,72.95,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2308552,1646185,0,0,58.37,41.63,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,402091,527223,0,0,43.27,56.73,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1589051,842516,0,0,65.35,34.65,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1432668,694166,0,0,67.36,32.64,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,319366,262597,0,0,54.88,45.12,0.0,0.0,,
MI-GOV,governor,MI,GOV,3964262,2160727,1803534,0,0,54.51,45.49,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1222306,1055438,0,0,53.66,46.34,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,261075,401937,0,0,39.38,60.62,0.0,0.0,,
NH-GOV,governor,NH,GOV,578332,255344,322988,0,0,44.15,55.85,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,340696,305681,0,0,52.71,47.29,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,532061,507006,0,0,51.21,48.79,0.0,0.0,,
NY-GOV,governor,NY,GOV,5813499,3278334,2535164,0,0,56.39,43.61,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1895550,2139962,0,0,46.97,53.03,0.0,0.0,,
OK-GOV,governor,OK,GOV,1096222,368067,728155,0,0,33.58,66.42,0.0,0.0,,
OR-GOV,governor,OR,GOV,1571774,823776,747999,0,0,52.41,47.59,0.0,0.0,,
PA-GOV,governor,PA,GOV,4923617,2803177,2120440,0,0,56.93,43.07,0.0,0.0,,
RI-GOV,governor,RI,GOV,359348,216319,143029,0,0,60.2,39.8,0.0,0.0,,
SC-GOV,governor,SC,GOV,1783698,769539,1014159,0,0,43.14,56.86,0.0,0.0,,
SD-GOV,governor,SD,GOV,298473,107842,190631,0,0,36.13,63.87,0.0,0.0,,
TN-GOV,governor,TN,GOV,2144759,839437,1305322,0,0,39.14,60.86,0.0,0.0,,
TX-GOV,governor,TX,GOV,7983170,3568118,4415052,0,0,44.7,55.3,0.0,0.0,,
VT-GOV,governor,VT,GOV,258595,94649,163946,0,0,36.6,63.4,0.0,0.0,,
WI-GOV,governor,WI,GOV,2396043,1280192,1115850,0,0,53.43,46.57,0.0,0.0,,
WY-GOV,governor,WY,GOV,188334,55057,133277,0,0,29.23,70.77,0.0,0.0,,
AK-SEN,senate,AK,SEN,236446,112752,119911,0,3783,47.69,50.71,0.0,1.6,,
AL-SEN,senate,AL,SEN,1585563,604033,981530,0,0,38.1,61.9,0.0,0.0,,
AR-SEN,senate,AR,SEN,839457,299984,539473,0,0,35.74,64.26,0.0,0.0,,
CO-SEN,senate,CO,SEN,2234922,1344880,890042,0,0,60.18,39.82,0.0,0.0,,
DE-SEN,senate,DE,SEN,357542,214926,142616,0,0,60.11,39.89,0.0,0.0,,
FL-SEN,senate,FL,SEN,7654826,3554193,4100633,0,0,46.43,53.57,0.0,0.0,,
GA-SEN,senate,GA,SEN,3675046,1984469,1690577,0,0,54.0,46.0,0.0,0.0,,
IA-SEN,senate,IA,SEN,1164454,531890,601939,0,30625,45.68,51.69,0.0,2.63,LIB,
ID-SEN,senate,ID,SEN,633543,194485,439058,0,0,30.7,69.3,0.0,0.0,,
IL-SEN,senate,IL,SEN,3954737,2324288,1630449,0,0,58.77,41.23,0.0,0.0,,
KS-SEN,senate,KS,SEN,929314,404521,524793,0,0,43.53,56.47,0.0,0.0,,
KY-SEN,senate,KY,SEN,1452169,509203,942966,0,0,35.06,64.94,0.0,0.0,,
LA-SEN,senate,LA,SEN,1404882,523466,881417,0,0,37.26,62.74,0.0,0.0,,
MA-SEN,senate,MA,SEN,2431568,1608338,823230,0,0,66.14,33.86,0.0,0.0,,
ME-SEN,senate,ME,SEN,581962,283050,293093,0,5820,48.64,50.36,0.0,1.0,,
MI-SEN,senate,MI,SEN,3964262,2061240,1903022,0,0,52.0,48.0,0.0,0.0,,
MN-SEN,senate,MN,SEN,2277744,1216456,1061288,0,0,53.41,46.59,0.0,0.0,,
MS-SEN,senate,MS,SEN,859605,360964,498641,0,0,41.99,58.01,0.0,0.0,,
