race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,108159,128287,0,0,45.74,54.26,0.0,0.0,,
AL-GOV,governor,AL,GOV,1585563,642089,943474,0,0,40.5,59.5,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,312500,468195,58762,0,37.23,55.77,7.0,0.0,LIB,Colt Shelby
AZ-GOV,governor,AZ,GOV,2372523,1273120,1069036,30368,0,53.66,45.06,1.28,0.0,GRN,Risa Lombardo
CA-GOV,governor,CA,GOV,11098543,7111423,3987120,0,0,64.08,35.92,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1273836,880629,80457,0,57.0,39.4,3.6,0.0,IND,Greg Lopez
CT-GOV,governor,CT,GOV,1231140,734292,496847,0,0,59.64,40.36,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3594962,4021590,38274,0,46.96,52.54,0.5,0.0,LIB,Scott Eckhard Jewett
GA-GOV,governor,GA,GOV,3675046,1881589,1793458,0,0,51.2,48.8,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,240071,121620,0,0,66.37,33.63,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,622485,541970,0,0,53.46,46.54,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,178344,423521,31677,0,28.15,66.85,5.0,0.0,LIB,Paul Sand
IL-GOV,governor,IL,GOV,3954737,2311527,1529314,113896,0,58.45,38.67,2.88,0.0,IND,Collin Corbett
KS-GOV,governor,KS,GOV,929314,424809,504505,0,0,45.71,54.29,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1538367,812959,80242,0,63.27,33.43,3.3,0.0,IND,Andrea James
MD-GOV,governor,MD,GOV,2126834,1395668,657365,73801,0,65.62,30.91,3.47,0.0,GRN,Andy Ellis
ME-GOV,governor,ME,GOV,581962,316099,249336,16528,0,54.32,42.84,2.84,0.0,IND,Rick Bennett
MI-GOV,governor,MI,GOV,3964262,2222054,1722387,19821,0,56.05,43.45,0.5,0.0,LIB,Anthony Hudson
MN-GOV,governor,MN,GOV,2277744,1251611,988094,38038,0,54.95,43.38,1.67,0.0,GRN,Steven Young and Jane Kirby
NE-GOV,governor,NE,GOV,663011,278162,375301,9547,0,41.95,56.61,1.44,0.0,OTH,Brett Lindstrom
NH-GOV,governor,NH,GOV,578332,253800,321640,2892,0,43.88,55.62,0.5,0.0,LIB,Stephen Villee
NM-GOV,governor,NM,GOV,646377,355754,290623,0,0,55.04,44.96,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,531902,488047,19119,0,51.19,46.97,1.84,0.0,IND,Danielle Ford
NY-GOV,governor,NY,GOV,5813499,3299518,2513981,0,0,56.76,43.24,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1912859,2044767,77885,0,47.4,50.67,1.93,0.0,LIB,Don Kissick
OK-GOV,governor,OK,GOV,1096222,374310,693191,28721,0,34.15,63.23,2.62,0.0,IND,Jerry Griffin
OR-GOV,governor,OR,GOV,1571774,786205,712011,73559,0,50.02,45.3,4.68,0.0,GRN,Brett Smith
PA-GOV,governor,PA,GOV,4923617,2891124,2007875,24618,0,58.72,40.78,0.5,0.0,LIB,Kenneth V. Krawchuk
RI-GOV,governor,RI,GOV,359348,176306,114945,68096,0,49.06,31.99,18.95,0.0,IND,Ken Block
SC-GOV,governor,SC,GOV,1783698,785455,964888,33355,0,44.04,54.09,1.87,0.0,GRN,Walid Hakim
SD-GOV,governor,SD,GOV,298473,111557,186916,0,0,37.38,62.62,0.0,0.0,,
TN-GOV,governor,TN,GOV,2144759,829680,1158083,156996,0,38.68,54.0,7.32,0.0,IND,Lauren Pinkston
TX-GOV,governor,TX,GOV,7983170,3663322,4266360,53487,0,45.89,53.44,0.67,0.0,LIB,Pat Dixon
VT-GOV,governor,VT,GOV,258595,97963,154581,6051,0,37.88,59.78,2.34,0.0,OTH,Dean Roy
WI-GOV,governor,WI,GOV,2396043,1235203,1160840,0,0,51.55,48.45,0.0,0.0,,
WY-GOV,governor,WY,GOV,188334,54004,126966,7364,0,28.67,67.42,3.91,0.0,CON,Rebecca Bextel
AK-SEN,senate,AK,SEN,236446,113256,117279,0,5911,47.9,49.6,0.0,2.5,,
AL-SEN,senate,AL,SEN,1585563,615736,969827,0,0,38.83,61.17,0.0,0.0,,
AR-SEN,senate,AR,SEN,839457,323443,487137,28877,0,38.53,58.03,3.44,0.0,LIB,Jeff Wadlin
CO-SEN,senate,CO,SEN,2234922,1247945,736665,169854,80457,55.84,32.96,7.6,3.6,LIB,Bob Chew
DE-SEN,senate,DE,SEN,357542,223512,134030,0,0,62.51,37.49,0.0,0.0,,
FL-SEN,senate,FL,SEN,7654826,3552642,3975880,126305,0,46.41,51.94,1.65,0.0,IND,Neil J. Gillespie
GA-SEN,senate,GA,SEN,3675046,2069332,1605715,0,0,56.31,43.69,0.0,0.0,,
IA-SEN,senate,IA,SEN,1164454,570983,587649,5822,0,49.03,50.47,0.5,0.0,LIB,Thomas Laehn
ID-SEN,senate,ID,SEN,633543,0,375229,230501,27813,0.0,59.23,36.38,4.39,IND,Todd Achilles
IL-SEN,senate,IL,SEN,3954737,2327710,1513130,113896,0,58.86,38.26,2.88,0.0,OTH,"Whitfield Harrington, Jr."
KS-SEN,senate,KS,SEN,929314,416724,483502,29088,0,44.84,52.03,3.13,0.0,LIB,David C Graham
KY-SEN,senate,KY,SEN,1452169,524136,897683,30350,0,36.09,61.82,2.09,0.0,OTH,Christopher Campbell
LA-SEN,senate,LA,SEN,1404882,537784,867099,0,0,38.28,61.72,0.0,0.0,,
MA-SEN,senate,MA,SEN,2431568,1523045,781352,46929,80242,62.64,32.13,1.93,3.3,IND,Shiva Ayyadurai
ME-SEN,senate,ME,SEN,581962,293762,288200,0,0,50.48,49.52,0.0,0.0,,
MI-SEN,senate,MI,SEN,3964262,2047430,1805436,19821,91575,51.65,45.54,0.5,2.31,LIB,Douglas P. Marsh
MN-SEN,senate,MN,SEN,2277744,1227609,1009819,40316,0,53.9,44.33,1.77,0.0,LIB,Rebecca Whiting
MS-SEN,senate,MS,SEN,859605,361663,467512,30430,0,42.07,54.39,3.54,0.0,IND,Ty Pinkins
MT-SEN,senate,MT,SEN,422074,85248,215560,105818,15448,20.2,51.07,25.07,3.66,IND,Seth Bodnar
NC-SEN,senate,NC,SEN,3987467,2062393,1798671,51837,74566,51.72,45.11,1.3,1.87,LIB,Michael Dublin
NE-SEN,senate,NE,SEN,663011,0,335565,312993,14454,0.0,50.61,47.21,2.18,IND,Dan Osborn
NH-SEN,senate,NH,SEN,578332,309765,265675,2892,0,53.56,45.94,0.5,0.0,CON,Edmond Laplante
NJ-SEN,senate,NJ,SEN,2913686,1705531,1145802,62353,0,58.54,39.32,2.14,0.0,OTH,Joanne Kuniansky
NM-SEN,senate,NM,SEN,646377,388356,258022,0,0,60.08,39.92,0.0,0.0,,
OH-SEN,senate,OH,SEN,4035512,1974427,1948494,49233,63358,48.93,48.28,1.22,1.57,LIB,Greg Levy
OK-SEN,senate,OK,SEN,1096222,345817,677836,43849,28721,31.55,61.83,4.0,2.62,LIB,Ron Meinhardt
OR-SEN,senate,OR,SEN,1571774,875398,549259,73559,73559,55.69,34.95,4.68,4.68,IND,Gary Lyndon Dye
RI-SEN,senate,RI,SEN,359348,217640,130389,11319,0,60.57,36.28,3.15,0.0,IND,Michael Anthony Bahry
SC-SEN,senate,SC,SEN,1783698,816688,912964,20691,33355,45.79,51.18,1.16,1.87,IND,Kasie Whitener
SD-SEN,senate,SD,SEN,298473,0,176996,121477,0,0.0,59.3,40.7,0.0,IND,Brian Bengs
TN-SEN,senate,TN,SEN,2144759,726979,1298103,119678,0,33.9,60.52,5.58,0.0,IND,"David Sutman, Jr."
TX-SEN,senate,TX,SEN,7983170,3982578,3939920,60672,0,49.89,49.35,0.76,0.0,LIB,Ted Brown
VA-SEN,senate,VA,SEN,3152302,1863378,1288923,0,0,59.11,40.89,0.0,0.0,,
WV-SEN,senate,WV,SEN,533673,153752,367700,12221,0,28.81,68.9,2.29,0.0,CON,S. Marshall Wilson
WY-SEN,senate,WY,SEN,188334,53980,134354,0,0,28.66,71.34,0.0,0.0,,
AK-01,house,AK,01,236446,8985,117462,107157,2842,3.8,49.68,45.32,1.2,IND,Bill Hill
AL-01,house,AL,01,229648,83562,146087,0,0,36.39,63.61,0.0,0.0,,
AL-02,house,AL,02,205222,100662,104560,0,0,49.05,50.95,0.0,0.0,,
AL-03,house,AL,03,221487,66233,155254,0,0,29.9,70.1,0.0,0.0,,
AL-04,house,AL,04,226703,44920,181783,0,0,19.81,80.19,0.0,0.0,,
AL-05,house,AL,05,247520,96168,151352,0,0,38.85,61.15,0.0,0.0,,
AL-06,house,AL,06,244631,85633,158998,0,0,35.0,65.0,0.0,0.0,,
AL-07,house,AL,07,210352,142154,68198,0,0,67.58,32.42,0.0,0.0,,
AR-01,house,AR,01,195826,56842,133854,5131,0,29.03,68.35,2.62,0.0,LIB,Steve G. Parsons
AR-02,house,AR,02,225476,106078,119397,0,0,47.05,52.95,0.0,0.0,,
AR-03,house,AR,03,221598,82224,131507,7867,0,37.11,59.34,3.55,0.0,LIB,Bobby Wilson
AR-04,house,AR,04,196558,61892,134666,0,0,31.49,68.51,0.0,0.0,,
AZ-01,house,AZ,01,315514,163500,146082,5932,0,51.82,46.3,1.88,0.0,LIB,Monica Alponte
AZ-02,house,AZ,02,291534,145627,142525,3382,0,49.95,48.89,1.16,0.0,LIB,Curtis Goodwin
AZ-03,house,AZ,03,149255,114394,27966,3448,3448,76.64,18.74,2.31,2.31,GRN,Alan Aversa
AZ-04,house,AZ,04,243254,142844,93721,6689,0,58.72,38.53,2.75,0.0,OTH,Tisha Benoit
AZ-05,house,AZ,05,311518,137289,174228,0,0,44.07,55.93,0.0,0.0,,
AZ-06,house,AZ,06,308122,156005,139053,6532,6532,50.63,45.13,2.12,2.12,GRN,Jereme Peters
AZ-07,house,AZ,07,197180,138346,58834,0,0,70.16,29.84,0.0,0.0,,
AZ-08,house,AZ,08,274416,125006,149410,0,0,45.55,54.45,0.0,0.0,,
AZ-09,house,AZ,09,281730,109840,171890,0,0,38.99,61.01,0.0,0.0,,
CA-01,house,CA,01,239151,143811,95340,0,0,60.13,39.87,0.0,0.0,,
CA-02,house,CA,02,272520,183057,89464,0,0,67.17,32.83,0.0,0.0,,
CA-03,house,CA,03,256644,156749,99895,0,0,61.08,38.92,0.0,0.0,,
CA-04,house,CA,04,240754,240754,0,0,0,100.0,0.0,0.0,0.0,,
CA-05,house,CA,05,253723,105032,148691,0,0,41.4,58.6,0.0,0.0,,
CA-06,house,CA,06,235441,133520,101921,0,0,56.71,43.29,0.0,0.0,,
CA-07,house,CA,07,242835,242835,0,0,0,100.0,0.0,0.0,0.0,,
CA-08,house,CA,08,218644,163982,54661,0,0,75.0,25.0,0.0,0.0,,
CA-09,house,CA,09,187940,123790,64149,0,0,65.87,34.13,0.0,0.0,,
CA-10,house,CA,10,264480,190298,74182,0,0,71.95,28.05,0.0,0.0,,
CA-11,house,CA,11,252827,252827,0,0,0,100.0,0.0,0.0,0.0,,
CA-12,house,CA,12,222860,222860,0,0,0,100.0,0.0,0.0,0.0,,
CA-13,house,CA,13,145569,89250,56319,0,0,61.31,38.69,0.0,0.0,,
CA-14,house,CA,14,199910,199910,0,0,0,100.0,0.0,0.0,0.0,,
CA-15,house,CA,15,213889,170294,43596,0,0,79.62,20.38,0.0,0.0,,
