race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,105007,127656,0,3783,44.41,53.99,0.0,1.6,,
AL-GOV,governor,AL,GOV,1585563,619315,966248,0,0,39.06,60.94,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,304706,534751,0,0,36.3,63.7,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1256164,1116359,0,0,52.95,47.05,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7099850,3998694,0,0,63.97,36.03,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1337574,897348,0,0,59.85,40.15,0.0,0.0,,
CT-GOV,governor,CT,GOV,1231140,729410,501730,0,0,59.25,40.75,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3600118,4054708,0,0,47.03,52.97,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1891970,1783076,0,0,51.48,48.52,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,236301,125389,0,0,65.33,34.67,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,592606,571848,0,0,50.89,49.11,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,172949,460593,0,0,27.3,72.7,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2316956,1637781,0,0,58.59,41.41,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,404414,524899,0,0,43.52,56.48,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1599908,831659,0,0,65.8,34.2,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1437188,689646,0,0,67.57,32.43,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,320821,261142,0,0,55.13,44.87,0.0,0.0,,
MI-GOV,governor,MI,GOV,3964262,2187299,1776963,0,0,55.18,44.82,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1228000,1049744,0,0,53.91,46.09,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,269070,393941,0,0,40.58,59.42,0.0,0.0,,
NH-GOV,governor,NH,GOV,578332,253550,324783,0,0,43.84,56.16,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,342312,304065,0,0,52.96,47.04,0.0,0.0,,
