race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,101672,115859,0,18916,43.0,49.0,0.0,8.0,,
AL-GOV,governor,AL,GOV,1585563,638181,947382,0,0,40.25,59.75,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,310545,528912,0,0,36.99,63.01,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1279670,1092853,0,0,53.94,46.06,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7126696,3971847,0,0,64.21,35.79,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1268525,885939,80457,0,56.76,39.64,3.6,0.0,IND,Greg Lopez
CT-GOV,governor,CT,GOV,1231140,736411,494729,0,0,59.82,40.18,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3575671,4079155,0,0,46.71,53.29,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1867214,1807832,0,0,50.81,49.19,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,239022,122669,0,0,66.08,33.92,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,616906,547548,0,0,52.98,47.02,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,171989,461554,0,0,27.15,72.85,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2373172,1581565,0,0,60.01,39.99,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,410694,518620,0,0,44.19,55.81,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1597803,833764,0,0,65.71,34.29,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1450474,676359,0,0,68.2,31.8,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,314915,248367,18681,0,54.11,42.68,3.21,0.0,IND,Rick Bennett
MI-GOV,governor,MI,GOV,3964262,2221862,1742400,0,0,56.05,43.95,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1272797,1004947,0,0,55.88,44.12,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,251498,331952,79561,0,37.93,50.07,12.0,0.0,IND,Brett Lindstrom
NH-GOV,governor,NH,GOV,578332,254992,323341,0,0,44.09,55.91,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,350460,295918,0,0,54.22,45.78,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,537675,501393,0,0,51.75,48.25,0.0,0.0,,
NY-GOV,governor,NY,GOV,5813499,3310122,2503377,0,0,56.94,43.06,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1926201,2109311,0,0,47.73,52.27,0.0,0.0,,
OK-GOV,governor,OK,GOV,1096222,378083,718139,0,0,34.49,65.51,0.0,0.0,,
OR-GOV,governor,OR,GOV,1571774,830348,741426,0,0,52.83,47.17,0.0,0.0,,
PA-GOV,governor,PA,GOV,4923617,2886129,2037489,0,0,58.62,41.38,0.0,0.0,,
RI-GOV,governor,RI,GOV,359348,216111,143237,0,0,60.14,39.86,0.0,0.0,,
SC-GOV,governor,SC,GOV,1783698,799537,984161,0,0,44.82,55.18,0.0,0.0,,
SD-GOV,governor,SD,GOV,298473,111646,186827,0,0,37.41,62.59,0.0,0.0,,
TN-GOV,governor,TN,GOV,2144759,849969,1294790,0,0,39.63,60.37,0.0,0.0,,
TX-GOV,governor,TX,GOV,7983170,3641007,4342163,0,0,45.61,54.39,0.0,0.0,,
VT-GOV,governor,VT,GOV,258595,100021,158575,0,0,38.68,61.32,0.0,0.0,,
WI-GOV,governor,WI,GOV,2396043,1239230,1156813,0,0,51.72,48.28,0.0,0.0,,
WY-GOV,governor,WY,GOV,188334,56819,131515,0,0,30.17,69.83,0.0,0.0,,
AK-SEN,senate,AK,SEN,236446,106684,110846,0,18916,45.12,46.88,0.0,8.0,,
