race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,104743,127919,0,3783,44.3,54.1,0.0,1.6,,
AL-GOV,governor,AL,GOV,1585563,619517,966046,0,0,39.07,60.93,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,304831,534625,0,0,36.31,63.69,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1256434,1116089,0,0,52.96,47.04,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7101515,3997029,0,0,63.99,36.01,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1337859,897063,0,0,59.86,40.14,0.0,0.0,,
CT-GOV,governor,CT,GOV,1231140,729595,501545,0,0,59.26,40.74,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3593800,4061026,0,0,46.95,53.05,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1892439,1782607,0,0,51.49,48.51,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,236356,125335,0,0,65.35,34.65,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,592780,571674,0,0,50.91,49.09,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,173044,460498,0,0,27.31,72.69,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2317460,1637277,0,0,58.6,41.4,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,404554,524760,0,0,43.53,56.47,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1600218,831349,0,0,65.81,34.19,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1437459,689375,0,0,67.59,32.41,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,320908,261054,0,0,55.14,44.86,0.0,0.0,,
MI-GOV,governor,MI,GOV,3964262,2187734,1776528,0,0,55.19,44.81,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1228342,1049402,0,0,53.93,46.07,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,269155,393857,0,0,40.6,59.4,0.0,0.0,,
NH-GOV,governor,NH,GOV,578332,253623,324709,0,0,43.85,56.15,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,342409,303968,0,0,52.97,47.03,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,532854,506213,0,0,51.28,48.72,0.0,0.0,,
NY-GOV,governor,NY,GOV,5813499,3285071,2528428,0,0,56.51,43.49,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1915207,2120305,0,0,47.46,52.54,0.0,0.0,,
OK-GOV,governor,OK,GOV,1096222,370972,725250,0,0,33.84,66.16,0.0,0.0,,
OR-GOV,governor,OR,GOV,1571774,827527,744247,0,0,52.65,47.35,0.0,0.0,,
PA-GOV,governor,PA,GOV,4923617,2831273,2092344,0,0,57.5,42.5,0.0,0.0,,
RI-GOV,governor,RI,GOV,359348,217271,142077,0,0,60.46,39.54,0.0,0.0,,
SC-GOV,governor,SC,GOV,1783698,774265,1009433,0,0,43.41,56.59,0.0,0.0,,
SD-GOV,governor,SD,GOV,298473,108632,189841,0,0,36.4,63.6,0.0,0.0,,
TN-GOV,governor,TN,GOV,2144759,844268,1300491,0,0,39.36,60.64,0.0,0.0,,
TX-GOV,governor,TX,GOV,7983170,3593417,4389753,0,0,45.01,54.99,0.0,0.0,,
VT-GOV,governor,VT,GOV,258595,95335,163261,0,0,36.87,63.13,0.0,0.0,,
WI-GOV,governor,WI,GOV,2396043,1298895,1097147,0,0,54.21,45.79,0.0,0.0,,
WY-GOV,governor,WY,GOV,188334,55556,132778,0,0,29.5,70.5,0.0,0.0,,
AK-SEN,senate,AK,SEN,236446,112787,119876,0,3783,47.7,50.7,0.0,1.6,,
AL-SEN,senate,AL,SEN,1585563,590112,995451,0,0,37.22,62.78,0.0,0.0,,
AR-SEN,senate,AR,SEN,839457,305130,534327,0,0,36.35,63.65,0.0,0.0,,
CO-SEN,senate,CO,SEN,2234922,1389184,845738,0,0,62.16,37.84,0.0,0.0,,
DE-SEN,senate,DE,SEN,357542,220950,136592,0,0,61.8,38.2,0.0,0.0,,
FL-SEN,senate,FL,SEN,7654826,3591139,4063688,0,0,46.91,53.09,0.0,0.0,,
GA-SEN,senate,GA,SEN,3675046,2030413,1644633,0,0,55.25,44.75,0.0,0.0,,
IA-SEN,senate,IA,SEN,1164454,554592,579237,0,30625,47.63,49.74,0.0,2.63,LIB,
ID-SEN,senate,ID,SEN,633543,187304,446239,0,0,29.56,70.44,0.0,0.0,,
IL-SEN,senate,IL,SEN,3954737,2347540,1607197,0,0,59.36,40.64,0.0,0.0,,
KS-SEN,senate,KS,SEN,929314,394654,534659,0,0,42.47,57.53,0.0,0.0,,
KY-SEN,senate,KY,SEN,1452169,499898,952271,0,0,34.42,65.58,0.0,0.0,,
LA-SEN,senate,LA,SEN,1404882,513470,891412,0,0,36.55,63.45,0.0,0.0,,
MA-SEN,senate,MA,SEN,2431568,1625928,805640,0,0,66.87,33.13,0.0,0.0,,
ME-SEN,senate,ME,SEN,581962,289967,286176,0,5820,49.83,49.17,0.0,1.0,,
MI-SEN,senate,MI,SEN,3964262,2075085,1889177,0,0,52.34,47.66,0.0,0.0,,
MN-SEN,senate,MN,SEN,2277744,1233067,1044677,0,0,54.14,45.86,0.0,0.0,,
MS-SEN,senate,MS,SEN,859605,367373,492232,0,0,42.74,57.26,0.0,0.0,,
MT-SEN,senate,MT,SEN,422074,54695,226485,125446,15448,12.96,53.66,29.72,3.66,IND,Seth Bodnar
NC-SEN,senate,NC,SEN,3987467,2050321,1862581,0,74566,51.42,46.71,0.0,1.87,GRN,
NE-SEN,senate,NE,SEN,663011,0,360672,302339,0,0.0,54.4,45.6,0.0,IND,Dan Osborn
NH-SEN,senate,NH,SEN,578332,313618,264714,0,0,54.23,45.77,0.0,0.0,,
NJ-SEN,senate,NJ,SEN,2913686,1721432,1192255,0,0,59.08,40.92,0.0,0.0,,
NM-SEN,senate,NM,SEN,646377,378260,268118,0,0,58.52,41.48,0.0,0.0,,
OH-SEN,senate,OH,SEN,4035512,1933068,2039087,0,63358,47.9,50.53,0.0,1.57,LIB,
OK-SEN,senate,OK,SEN,1096222,349218,747005,0,0,31.86,68.14,0.0,0.0,,
OR-SEN,senate,OR,SEN,1571774,948460,623315,0,0,60.34,39.66,0.0,0.0,,
RI-SEN,senate,RI,SEN,359348,223865,135483,0,0,62.3,37.7,0.0,0.0,,
SC-SEN,senate,SC,SEN,1783698,799955,950387,0,33355,44.85,53.28,0.0,1.87,LIB,
SD-SEN,senate,SD,SEN,298473,104019,194454,0,0,34.85,65.15,0.0,0.0,,
TN-SEN,senate,TN,SEN,2144759,718330,1426429,0,0,33.49,66.51,0.0,0.0,,
TX-SEN,senate,TX,SEN,7983170,3829760,3992948,0,160462,47.97,50.02,0.0,2.01,LIB,
VA-SEN,senate,VA,SEN,3152302,1837189,1315112,0,0,58.28,41.72,0.0,0.0,,
WV-SEN,senate,WV,SEN,533673,149885,383788,0,0,28.09,71.91,0.0,0.0,,
WY-SEN,senate,WY,SEN,188334,52273,136060,0,0,27.76,72.24,0.0,0.0,,
AK-01,house,AK,01,236446,105965,126698,0,3783,44.82,53.58,0.0,1.6,,Bill Hill
AL-01,house,AL,01,229648,82292,147356,0,0,35.83,64.17,0.0,0.0,,
AL-02,house,AL,02,205222,99223,105998,0,0,48.35,51.65,0.0,0.0,,
AL-03,house,AL,03,221487,62558,158929,0,0,28.24,71.76,0.0,0.0,,
AL-04,house,AL,04,226703,41431,185272,0,0,18.28,81.72,0.0,0.0,,
AL-05,house,AL,05,247520,92122,155398,0,0,37.22,62.78,0.0,0.0,,
AL-06,house,AL,06,244631,84046,160585,0,0,34.36,65.64,0.0,0.0,,
AL-07,house,AL,07,210352,139657,70695,0,0,66.39,33.61,0.0,0.0,,
AR-01,house,AR,01,195826,53044,142782,0,0,27.09,72.91,0.0,0.0,,
AR-02,house,AR,02,225476,98372,127104,0,0,43.63,56.37,0.0,0.0,,
AR-03,house,AR,03,221598,79105,142493,0,0,35.7,64.3,0.0,0.0,,
AR-04,house,AR,04,196558,57121,139437,0,0,29.06,70.94,0.0,0.0,,
AZ-01,house,AZ,01,315514,162672,146910,0,5932,51.56,46.56,0.0,1.88,LIB,
AZ-02,house,AZ,02,291534,145011,146523,0,0,49.74,50.26,0.0,0.0,,
AZ-03,house,AZ,03,149255,120062,29193,0,0,80.44,19.56,0.0,0.0,,
AZ-04,house,AZ,04,243254,143690,99565,0,0,59.07,40.93,0.0,0.0,,
AZ-05,house,AZ,05,311518,132741,178776,0,0,42.61,57.39,0.0,0.0,,
AZ-06,house,AZ,06,308122,157794,143796,0,6532,51.21,46.67,0.0,2.12,LIB,
AZ-07,house,AZ,07,197180,135467,61712,0,0,68.7,31.3,0.0,0.0,,
AZ-08,house,AZ,08,274416,121541,152875,0,0,44.29,55.71,0.0,0.0,,
AZ-09,house,AZ,09,281730,106159,175572,0,0,37.68,62.32,0.0,0.0,,
CA-01,house,CA,01,239151,143336,95815,0,0,59.94,40.06,0.0,0.0,,
CA-02,house,CA,02,272520,183287,89234,0,0,67.26,32.74,0.0,0.0,,
CA-03,house,CA,03,256644,154080,102563,0,0,60.04,39.96,0.0,0.0,,
CA-04,house,CA,04,240754,153793,86961,0,0,63.88,36.12,0.0,0.0,,
CA-05,house,CA,05,253723,102214,151508,0,0,40.29,59.71,0.0,0.0,,
CA-06,house,CA,06,235441,130378,105062,0,0,55.38,44.62,0.0,0.0,,
CA-07,house,CA,07,242835,154671,88164,0,0,63.69,36.31,0.0,0.0,,
CA-08,house,CA,08,218644,161535,57108,0,0,73.88,26.12,0.0,0.0,,
CA-09,house,CA,09,187940,121598,66342,0,0,64.7,35.3,0.0,0.0,,
CA-10,house,CA,10,264480,189992,74488,0,0,71.84,28.16,0.0,0.0,,
CA-11,house,CA,11,252827,228969,23858,0,0,90.56,9.44,0.0,0.0,,
CA-12,house,CA,12,222860,222860,0,0,0,100.0,0.0,0.0,0.0,,
CA-13,house,CA,13,145569,89412,56157,0,0,61.42,38.58,0.0,0.0,,
CA-14,house,CA,14,199910,146092,53818,0,0,73.08,26.92,0.0,0.0,,
CA-15,house,CA,15,213889,170144,43745,0,0,79.55,20.45,0.0,0.0,,
CA-16,house,CA,16,238075,192600,45475,0,0,80.9,19.1,0.0,0.0,,
CA-17,house,CA,17,184966,136797,48169,0,0,73.96,26.04,0.0,0.0,,
CA-18,house,CA,18,166214,118504,47710,0,0,71.3,28.7,0.0,0.0,,
CA-19,house,CA,19,263484,187942,65899,0,9644,71.33,25.01,0.0,3.66,GRN,
CA-20,house,CA,20,220803,77635,143168,0,0,35.16,64.84,0.0,0.0,,
CA-21,house,CA,21,141263,84331,56932,0,0,59.7,40.3,0.0,0.0,,
CA-22,house,CA,22,119812,62489,57323,0,0,52.16,47.84,0.0,0.0,,
CA-23,house,CA,23,193594,79911,113683,0,0,41.28,58.72,0.0,0.0,,
CA-24,house,CA,24,245955,166773,79183,0,0,67.81,32.19,0.0,0.0,,
CA-25,house,CA,25,189057,110378,78678,0,0,58.38,41.62,0.0,0.0,,
CA-26,house,CA,26,240362,149719,90643,0,0,62.29,37.71,0.0,0.0,,
CA-27,house,CA,27,207250,130032,77217,0,0,62.74,37.26,0.0,0.0,,
CA-28,house,CA,28,228743,158510,70233,0,0,69.3,30.7,0.0,0.0,,
CA-29,house,CA,29,167318,128672,38646,0,0,76.9,23.1,0.0,0.0,,
CA-30,house,CA,30,239051,180026,59024,0,0,75.31,24.69,0.0,0.0,,
CA-31,house,CA,31,204348,115428,88920,0,0,56.49,43.51,0.0,0.0,,
CA-32,house,CA,32,251770,174079,77690,0,0,69.14,30.86,0.0,0.0,,
CA-33,house,CA,33,173868,113206,60662,0,0,65.11,34.89,0.0,0.0,,
CA-34,house,CA,34,150165,150165,0,0,0,100.0,0.0,0.0,0.0,,
CA-35,house,CA,35,182276,113627,68649,0,0,62.34,37.66,0.0,0.0,,
CA-36,house,CA,36,269925,202264,67660,0,0,74.93,25.07,0.0,0.0,,
CA-37,house,CA,37,164586,146033,18553,0,0,88.73,11.27,0.0,0.0,,
CA-38,house,CA,38,183185,116128,67057,0,0,63.39,36.61,0.0,0.0,,
CA-39,house,CA,39,164585,103566,61019,0,0,62.93,37.07,0.0,0.0,,
CA-40,house,CA,40,266738,0,266738,0,0,0.0,100.0,0.0,0.0,,
CA-41,house,CA,41,217554,141049,76505,0,0,64.83,35.17,0.0,0.0,,
CA-42,house,CA,42,244759,152978,91781,0,0,62.5,37.5,0.0,0.0,,
CA-43,house,CA,43,156374,128321,28053,0,0,82.06,17.94,0.0,0.0,,
