race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,107062,125601,0,3783,45.28,53.12,0.0,1.6,,
AL-GOV,governor,AL,GOV,1585563,630906,954657,0,0,39.79,60.21,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,311925,527532,0,0,37.16,62.84,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1273222,1099302,0,0,53.67,46.33,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7127940,3970603,0,0,64.22,35.78,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1353911,881010,0,0,60.58,39.42,0.0,0.0,,
CT-GOV,governor,CT,GOV,1231140,739998,491142,0,0,60.11,39.89,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3652286,4002540,0,0,47.71,52.29,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1923989,1751057,0,0,52.35,47.65,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,239412,122279,0,0,66.19,33.81,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,604801,559653,0,0,51.94,48.06,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,178398,455145,0,0,28.16,71.84,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2345865,1608872,0,0,59.32,40.68,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,412407,516907,0,0,44.38,55.62,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1608471,823097,0,0,66.15,33.85,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1452735,674099,0,0,68.31,31.69,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,325826,256137,0,0,55.99,44.01,0.0,0.0,,
MI-GOV,governor,MI,GOV,3964262,2242766,1721495,0,0,56.57,43.43,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1247589,1030155,0,0,54.77,45.23,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,273917,389095,0,0,41.31,58.69,0.0,0.0,,
NH-GOV,governor,NH,GOV,578332,257487,320846,0,0,44.52,55.48,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,347871,298506,0,0,53.82,46.18,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,537318,501750,0,0,51.71,48.29,0.0,0.0,,
NY-GOV,governor,NY,GOV,5813499,3320751,2492748,0,0,57.12,42.88,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1941984,2093528,0,0,48.12,51.88,0.0,0.0,,
OK-GOV,governor,OK,GOV,1096222,380235,715987,0,0,34.69,65.31,0.0,0.0,,
OR-GOV,governor,OR,GOV,1571774,837142,734632,0,0,53.26,46.74,0.0,0.0,,
PA-GOV,governor,PA,GOV,4923617,2879462,2044155,0,0,58.48,41.52,0.0,0.0,,
