race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,104635,128027,0,3783,44.25,54.15,0.0,1.6,,
AL-GOV,governor,AL,GOV,1585563,615137,970426,0,0,38.8,61.2,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,302103,537354,0,0,35.99,64.01,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1258726,1113798,0,0,53.05,46.95,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7065444,4033099,0,0,63.66,36.34,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1331685,903237,0,0,59.59,40.41,0.0,0.0,,
CT-GOV,governor,CT,GOV,1231140,725594,505546,0,0,58.94,41.06,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3524570,4130256,0,0,46.04,53.96,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1861002,1814044,0,0,50.64,49.36,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,235180,126510,0,0,65.02,34.98,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,588996,575458,0,0,50.58,49.42,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,170985,462557,0,0,26.99,73.01,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2306535,1648202,0,0,58.32,41.68,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,401534,527780,0,0,43.21,56.79,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1587811,843757,0,0,65.3,34.7,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1455456,671378,0,0,68.43,31.57,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,319017,262946,0,0,54.82,45.18,0.0,0.0,,
MI-GOV,governor,MI,GOV,3964262,2149920,1814341,0,0,54.23,45.77,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1220939,1056805,0,0,53.6,46.4,0.0,0.0,,
NE-GOV,governor,NE,GOV,663011,260677,402334,0,0,39.32,60.68,0.0,0.0,,
NH-GOV,governor,NH,GOV,578332,255049,323283,0,0,44.1,55.9,0.0,0.0,,
NM-GOV,governor,NM,GOV,646377,340308,306069,0,0,52.65,47.35,0.0,0.0,,
NV-GOV,governor,NV,GOV,1039067,531531,507536,0,0,51.15,48.85,0.0,0.0,,
NY-GOV,governor,NY,GOV,5813499,3244385,2569114,0,0,55.81,44.19,0.0,0.0,,
OH-GOV,governor,OH,GOV,4035512,1893694,2141818,0,0,46.93,53.07,0.0,0.0,,
OK-GOV,governor,OK,GOV,1096222,367409,728813,0,0,33.52,66.48,0.0,0.0,,
OR-GOV,governor,OR,GOV,1571774,822833,748942,0,0,52.35,47.65,0.0,0.0,,
PA-GOV,governor,PA,GOV,4923617,2800666,2122951,0,0,56.88,43.12,0.0,0.0,,
RI-GOV,governor,RI,GOV,359348,216103,143245,0,0,60.14,39.86,0.0,0.0,,
SC-GOV,governor,SC,GOV,1783698,768468,1015230,0,0,43.08,56.92,0.0,0.0,,
SD-GOV,governor,SD,GOV,298473,107662,190811,0,0,36.07,63.93,0.0,0.0,,
TN-GOV,governor,TN,GOV,2144759,838343,1306416,0,0,39.09,60.91,0.0,0.0,,
TX-GOV,governor,TX,GOV,7983170,3575303,4407867,0,0,44.79,55.21,0.0,0.0,,
VT-GOV,governor,VT,GOV,258595,94494,164101,0,0,36.54,63.46,0.0,0.0,,
WI-GOV,governor,WI,GOV,2396043,1278970,1117072,0,0,53.38,46.62,0.0,0.0,,
WY-GOV,governor,WY,GOV,188334,54944,133390,0,0,29.17,70.83,0.0,0.0,,
AK-SEN,senate,AK,SEN,236446,111550,121113,0,3783,47.18,51.22,0.0,1.6,,
AL-SEN,senate,AL,SEN,1585563,583849,1001714,0,0,36.82,63.18,0.0,0.0,,
AR-SEN,senate,AR,SEN,839457,295570,543887,0,0,35.21,64.79,0.0,0.0,,
CO-SEN,senate,CO,SEN,2234922,1380384,854538,0,0,61.76,38.24,0.0,0.0,,
DE-SEN,senate,DE,SEN,357542,219788,137754,0,0,61.47,38.53,0.0,0.0,,
FL-SEN,senate,FL,SEN,7654826,3547891,4106935,0,0,46.35,53.65,0.0,0.0,,
GA-SEN,senate,GA,SEN,3675046,2010081,1664965,0,0,54.7,45.3,0.0,0.0,,
IA-SEN,senate,IA,SEN,1164454,548416,585413,0,30625,47.1,50.27,0.0,2.63,LIB,
ID-SEN,senate,ID,SEN,633543,184730,448813,0,0,29.16,70.84,0.0,0.0,,
IL-SEN,senate,IL,SEN,3954737,2331968,1622769,0,0,58.97,41.03,0.0,0.0,,
KS-SEN,senate,KS,SEN,929314,385086,544228,0,0,41.44,58.56,0.0,0.0,,
KY-SEN,senate,KY,SEN,1452169,495887,956282,0,0,34.15,65.85,0.0,0.0,,
LA-SEN,senate,LA,SEN,1404882,508905,895978,0,0,36.22,63.78,0.0,0.0,,
MA-SEN,senate,MA,SEN,2431568,1609365,822202,0,0,66.19,33.81,0.0,0.0,,
ME-SEN,senate,ME,SEN,581962,283208,292935,0,5820,48.66,50.34,0.0,1.0,,
MI-SEN,senate,MI,SEN,3964262,2046404,1917858,0,0,51.62,48.38,0.0,0.0,,
MN-SEN,senate,MN,SEN,2277744,1225201,1052543,0,0,53.79,46.21,0.0,0.0,,
MS-SEN,senate,MS,SEN,859605,358113,501492,0,0,41.66,58.34,0.0,0.0,,
MT-SEN,senate,MT,SEN,422074,55429,228050,123147,15448,13.13,54.03,29.18,3.66,IND,Seth Bodnar
NC-SEN,senate,NC,SEN,3987467,2019979,1892923,0,74566,50.66,47.47,0.0,1.87,GRN,
NE-SEN,senate,NE,SEN,663011,0,364507,298504,0,0.0,54.98,45.02,0.0,IND,Dan Osborn
NH-SEN,senate,NH,SEN,578332,314915,263418,0,0,54.45,45.55,0.0,0.0,,
NJ-SEN,senate,NJ,SEN,2913686,1711962,1201724,0,0,58.76,41.24,0.0,0.0,,
NM-SEN,senate,NM,SEN,646377,375634,270743,0,0,58.11,41.89,0.0,0.0,,
