race_code,race_type,state,district,total_votes,dem_votes,rep_votes,ind_votes,oth_votes,dem_pct,rep_pct,ind_pct,oth_pct,oth_party,ind_name
AK-GOV,governor,AK,GOV,236446,110644,122019,0,3783,46.79,51.61,0.0,1.6,,
AL-GOV,governor,AL,GOV,1585563,612917,972646,0,0,38.66,61.34,0.0,0.0,,
AR-GOV,governor,AR,GOV,839457,302775,536682,0,0,36.07,63.93,0.0,0.0,,
AZ-GOV,governor,AZ,GOV,2372523,1262555,1109968,0,0,53.22,46.78,0.0,0.0,,
CA-GOV,governor,CA,GOV,11098543,7151458,3947085,0,0,64.44,35.56,0.0,0.0,,
CO-GOV,governor,CO,GOV,2234922,1338049,896873,0,0,59.87,40.13,0.0,0.0,,
CT-GOV,governor,CT,GOV,1231140,719564,511576,0,0,58.45,41.55,0.0,0.0,,
FL-GOV,governor,FL,GOV,7654826,3616582,4038244,0,0,47.25,52.75,0.0,0.0,,
GA-GOV,governor,GA,GOV,3675046,1878786,1796260,0,0,51.12,48.88,0.0,0.0,,
HI-GOV,governor,HI,GOV,361691,235542,126149,0,0,65.12,34.88,0.0,0.0,,
IA-GOV,governor,IA,GOV,1164454,597241,567213,0,0,51.29,48.71,0.0,0.0,,
ID-GOV,governor,ID,GOV,633543,171556,461987,0,0,27.08,72.92,0.0,0.0,,
IL-GOV,governor,IL,GOV,3954737,2317964,1636772,0,0,58.61,41.39,0.0,0.0,,
KS-GOV,governor,KS,GOV,929314,394068,535246,0,0,42.4,57.6,0.0,0.0,,
MA-GOV,governor,MA,GOV,2431568,1593699,837868,0,0,65.54,34.46,0.0,0.0,,
MD-GOV,governor,MD,GOV,2126834,1434348,692486,0,0,67.44,32.56,0.0,0.0,,
ME-GOV,governor,ME,GOV,581962,318115,263848,0,0,54.66,45.34,0.0,0.0,,
MI-GOV,governor,MI,GOV,3964262,2180471,1783791,0,0,55.0,45.0,0.0,0.0,,
MN-GOV,governor,MN,GOV,2277744,1236765,1040979,0,0,54.3,45.7,0.0,0.0,,
